address,city,location,neighborhood,postalCode,publishedAtDate,reviewOrigin,reviewsCount,scrapedAt,stars,state,street,text,title,totalScore
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-10-04T20:46:56.806Z,Google,378,2025-10-04T22:11:08.139Z,5,São Paulo,"R. Cachoeira Camaleão, s/n",,UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-10-04T00:29:27.280Z,Google,378,2025-10-04T22:11:08.139Z,1,São Paulo,"R. Cachoeira Camaleão, s/n","Atendimento pessimo, enfermeiras PESSIMAS TODAS! Falta de informação, falta de educação!!!! Acha que estamos pedindo um favor Unica coisa que tenho a elogiar é aos seguranças que são sempre educados e ao médico Dr Dario",UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-09-28T19:54:15.564Z,Google,378,2025-10-04T22:11:08.139Z,5,São Paulo,"R. Cachoeira Camaleão, s/n",,UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-09-25T03:06:44.455Z,Google,378,2025-10-04T22:11:08.139Z,4,São Paulo,"R. Cachoeira Camaleão, s/n",,UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-09-23T02:32:03.477Z,Google,378,2025-10-04T22:11:08.139Z,1,São Paulo,"R. Cachoeira Camaleão, s/n","Hoje venho expressar minha indignação no ocorrido que aconteceu comigo no dia 19/09/2025, fui ao UPA de Cidade Tiradentes do Inácio Monteiro para ser aplicado uma medicação que se chama Noripurum o qual deveria receber em soro uma ampola deste medicamento, cheguei peguei a senha, passei pela triagem, e após uma hora mais ou menos, fui chamada na medicação entreguei a caixa do medicamento o qual vinha 5 ampolas, aonde a enfermeira deveria ir conforme a receita médica pegar uma ampola e a cada 3 dias eu tomaria uma, entreguei a caixa ela, após ela veio com o soro, não conseguiu me pulsionar, chamou outra enfermeira que conseguiu e assim começou o soro com essa essa medicação, logo em seguida ela me entrega a caixa sonde deveria estar com as 4 ampola, perguntei enfermeira as 4 ampolas estão aqui, ela disse sim, perguntei eu conservo em geladeira, ela disse sim, e ainda me falou daqui 3 dias vc volta trás a receita e toma mais uma  ampola, após terminar o soro percebi meu corpo penicando e rapidamente comecei a sentir dores incontroláveis no meu corpo principalmente no rins, falta de ar, fiquei roxa ao ponto de desmair meu esposo pedindo socorro depois de muita demora um enfermeiro veio ajudar sem entender passei na médica aonde viram que minha pressão estava 5 por 3, os batimentos fracos correram me aplicaram uma injeção de adrenalina, continuei passando muito mal, meu esposo foi ao carro tentar carregar o celular e deu na cabeça olhar na  caixa daquele medicamento aonde ele percebeu que não havia nenhuma ampola mais, a enfermeira simplesmente colocou as 5 ampolas de uma vez só,  aonde poderia ter me matado, meu esposo correu e avisou o que viu e começou o corre, corre pela minha vida, eu sei que foi a mão de Deus que não deixou eu morrer, fica aqui minha indignação hoje continuo sentindo vários sintomas e dores no corpo, fiquem atentos pois ficamos muitas vezes a merce de péssimos prossionais desatentos e quando se fala de vida toda falta de atenção e pouco. Hoje estou viva porque Deus me livrou da morte.  Gostaria que não acontece-sse mais com ninguém o que aconteceu comigo.",UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-09-09T13:16:37.519Z,Google,378,2025-10-04T22:11:08.139Z,4,São Paulo,"R. Cachoeira Camaleão, s/n","Ultimamente dou preferência para essa UPA do que o Glória na Cid. Tiradentes, todas as vezes que estive lá fui bem atendida, a maioria das vezes o atendimento demora, mas nada fora do normal.",UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-09-03T01:35:43.273Z,Google,378,2025-10-04T22:11:08.139Z,1,São Paulo,"R. Cachoeira Camaleão, s/n",Um descanso upa abandonar funciona que não estão nem aí para população uma falta de respeito,UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-09-01T11:44:44.935Z,Google,378,2025-10-04T22:11:08.139Z,5,São Paulo,"R. Cachoeira Camaleão, s/n",,UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-08-08T06:43:07.622Z,Google,378,2025-10-04T22:11:08.139Z,5,São Paulo,"R. Cachoeira Camaleão, s/n","Hoje fui atendida na UPA e tive um atendimento de excelência por parte de toda a equipe. Gostaria de agradecer principalmente ao TEC. Em enfermagem Bruno Luiz Antônio, Dra. Isadora Moraes e técnico de raio-x Enir pelo ótimo atendimento.",UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-08-03T14:08:32.088Z,Google,378,2025-10-04T22:11:08.139Z,5,São Paulo,"R. Cachoeira Camaleão, s/n",Atendimento de qualidade e rapido,UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-08-01T20:06:17.441Z,Google,378,2025-10-04T22:11:08.139Z,5,São Paulo,"R. Cachoeira Camaleão, s/n","Nas três vezes que meu filho precisou foi muito bem atendido, desde recepção até a medicação, funcionários sempre educados.",UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-07-30T16:04:04.468Z,Google,378,2025-10-04T22:11:08.139Z,5,São Paulo,"R. Cachoeira Camaleão, s/n",Muito bom,UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-07-26T14:48:20.988Z,Google,378,2025-10-04T22:11:08.139Z,5,São Paulo,"R. Cachoeira Camaleão, s/n","Ontem passei o meu filho, atendimento e procedimentos excelentes! Noto 10. Mto obrigada.",UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-07-24T03:46:59.461Z,Google,378,2025-10-04T22:11:08.139Z,5,São Paulo,"R. Cachoeira Camaleão, s/n",,UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-07-22T11:15:34.025Z,Google,378,2025-10-04T22:11:08.139Z,5,São Paulo,"R. Cachoeira Camaleão, s/n",Ótimo atendimento.  Pessoal bem acolhedor.,UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-07-17T21:48:15.367Z,Google,378,2025-10-04T22:11:08.139Z,5,São Paulo,"R. Cachoeira Camaleão, s/n",O atendimento é muito bom muito rápido você chega em uma hora ou menos você já é atendido só vou nesse posto agora,UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-07-11T23:34:32.186Z,Google,378,2025-10-04T22:11:08.139Z,4,São Paulo,"R. Cachoeira Camaleão, s/n",Gostei bastante do atendimento,UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-07-10T15:28:45.065Z,Google,378,2025-10-04T22:11:08.139Z,5,São Paulo,"R. Cachoeira Camaleão, s/n",Mais ou menos,UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-06-27T07:35:45.293Z,Google,378,2025-10-04T22:11:08.139Z,5,São Paulo,"R. Cachoeira Camaleão, s/n",gostei muito do atendimento quanto a recepção e dos médicos enfermagem fui muito bem atendida,UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-06-24T21:49:34.797Z,Google,378,2025-10-04T22:11:08.139Z,5,São Paulo,"R. Cachoeira Camaleão, s/n",Fui muito bem atendida nesta unida pela manhã enfermeiras super atenciosas e os médicos tb,UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-06-21T17:54:11.151Z,Google,378,2025-10-04T22:11:08.139Z,4,São Paulo,"R. Cachoeira Camaleão, s/n",,UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-06-20T22:18:35.945Z,Google,378,2025-10-04T22:11:08.139Z,5,São Paulo,"R. Cachoeira Camaleão, s/n","Ótimo atendimento,Médicos muitos atenciosos é excelentes",UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-06-15T20:11:54.106Z,Google,378,2025-10-04T22:11:08.139Z,5,São Paulo,"R. Cachoeira Camaleão, s/n",Pode até demorar mais vc sai de lá atendido a demanda é grande  os médicos são atenciosos e educados assim como as recepcionista e toda a equipe,UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-06-11T00:20:44.670Z,Google,378,2025-10-04T22:11:08.139Z,5,São Paulo,"R. Cachoeira Camaleão, s/n",,UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-06-10T03:54:39.619Z,Google,378,2025-10-04T22:11:08.139Z,5,São Paulo,"R. Cachoeira Camaleão, s/n",,UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-06-09T04:28:20.993Z,Google,378,2025-10-04T22:11:08.139Z,5,São Paulo,"R. Cachoeira Camaleão, s/n",Na pediatra é muito bom!,UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-06-03T22:57:38.585Z,Google,378,2025-10-04T22:11:08.139Z,5,São Paulo,"R. Cachoeira Camaleão, s/n",,UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-06-03T11:47:11.792Z,Google,378,2025-10-04T22:11:08.139Z,4,São Paulo,"R. Cachoeira Camaleão, s/n",Muito bom fui várias vezes muito bom atendimento.,UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-05-31T17:03:20.593Z,Google,378,2025-10-04T22:11:08.139Z,5,São Paulo,"R. Cachoeira Camaleão, s/n",,UPA Cidade Tiradentes,4
"R. Cachoeira Camaleão, s/n - Conj. Hab. Inácio Monteiro, São Paulo - SP, 08472-610, Brasil",São Paulo,"{'lat': -23.571905, 'lng': -46.40331}",Conjunto Habitacional Inácio Monteiro,08472-610,2025-05-31T00:04:23.133Z,Google,378,2025-10-04T22:11:08.139Z,5,São Paulo,"R. Cachoeira Camaleão, s/n","por se tratar de uma UPA, oferece sim excelente atendimento, nem parece que é gerenciado pelo Santa Marcelina.. . Uma pena que os casos mais complexos daqui são encaminhados para o Hospital Cidade Tiradentes, que é aquele filme de terror.",UPA Cidade Tiradentes,4
"Estr. das Taipas, 1650 - Parque Nações Unidas, São Paulo - SP, 02995-145, Brasil",São Paulo,"{'lat': -23.4416033, 'lng': -46.7336772}",Parque Nações Unidas,02995-145,2025-10-03T18:54:43.275Z,Google,237,2025-10-04T22:11:10.642Z,1,São Paulo,"Estr. das Taipas, 1650",Precisa mudar cerugiao que sofri acidente domingo mandou embora disse tava tudo bem vim  tive que voltar quase morri tava costes quebradas ... então não é bom médico,UPA - City Jaraguá,2.8
"Estr. das Taipas, 1650 - Parque Nações Unidas, São Paulo - SP, 02995-145, Brasil",São Paulo,"{'lat': -23.4416033, 'lng': -46.7336772}",Parque Nações Unidas,02995-145,2025-09-13T15:56:06.238Z,Google,237,2025-10-04T22:11:10.642Z,4,São Paulo,"Estr. das Taipas, 1650","Precisa melhorar na parte de distribuição de senhas, eles se perdem fácil mesmo tendo sistema de painel eletrônico. Se você não fica de olho, tem chances altas de perder a vez. E a parte da demora na medicação. Mas PS, atendimento no geral, tanto recepção quanto por parte da conjunta médica, são excelentes. Frequento a UPA desde quando foi inaugurada, levo minha esposa e filha lá mesmo tendo convênio. As vezes que precisamos da observação/internação, cerca de 4 vezes desde quando inaugurou também fomos bem assistidos.",UPA - City Jaraguá,2.8
"Estr. das Taipas, 1650 - Parque Nações Unidas, São Paulo - SP, 02995-145, Brasil",São Paulo,"{'lat': -23.4416033, 'lng': -46.7336772}",Parque Nações Unidas,02995-145,2025-09-08T13:32:46.662Z,Google,237,2025-10-04T22:11:10.642Z,5,São Paulo,"Estr. das Taipas, 1650","Quero deixar meu agradecimento à equipe da UPA City Jaraguá pelo atendimento excepcional que minha filha recebeu. Em especial às técnicas de enfermagem vanessa Muniz, Nalva, Ivani e Aldiane, que nos acolheram com tanto carinho e cuidado, tratando minha pequena como se fosse delas. Também não posso deixar de destacar os doutores Marcos Antônio e Erwin, que demonstraram profissionalismo e dedicação em cada detalhe.  Já é a terceira vez que preciso do atendimento dessa unidade do SUS e em todas as ocasiões fui recebida com excelência. O mundo precisa de mais profissionais como as enfermeiras Vanessa e Nalva, verdadeiros anjos que fazem toda diferença em um momento tão delicado. Minha gratidão eterna a toda a equipe! 🌟",UPA - City Jaraguá,2.8
"Estr. das Taipas, 1650 - Parque Nações Unidas, São Paulo - SP, 02995-145, Brasil",São Paulo,"{'lat': -23.4416033, 'lng': -46.7336772}",Parque Nações Unidas,02995-145,2025-09-07T02:37:38.342Z,Google,237,2025-10-04T22:11:10.642Z,5,São Paulo,"Estr. das Taipas, 1650",Foi ótima ! Dr Yeniel Moreno Müller super atencioso e competente,UPA - City Jaraguá,2.8
"Estr. das Taipas, 1650 - Parque Nações Unidas, São Paulo - SP, 02995-145, Brasil",São Paulo,"{'lat': -23.4416033, 'lng': -46.7336772}",Parque Nações Unidas,02995-145,2025-09-07T02:36:56.942Z,Google,237,2025-10-04T22:11:10.642Z,5,São Paulo,"Estr. das Taipas, 1650","Foi ótima ! Dr Yeniel Moreno Müller super competente ,atencioso !",UPA - City Jaraguá,2.8
"Estr. das Taipas, 1650 - Parque Nações Unidas, São Paulo - SP, 02995-145, Brasil",São Paulo,"{'lat': -23.4416033, 'lng': -46.7336772}",Parque Nações Unidas,02995-145,2025-09-05T20:34:26.706Z,Google,237,2025-10-04T22:11:10.642Z,5,São Paulo,"Estr. das Taipas, 1650",Minha experiência foi excelente pois o atendimento do médico clínico muito competente e atencioso o Dr Yeniel Moreno Mulen. Crm_SP 247029_CNS 708000353428728 feliz com o atendimento e a cordialidade dele vários postos precisam de médicos como ele parabéns Jaraguá.,UPA - City Jaraguá,2.8
"Estr. das Taipas, 1650 - Parque Nações Unidas, São Paulo - SP, 02995-145, Brasil",São Paulo,"{'lat': -23.4416033, 'lng': -46.7336772}",Parque Nações Unidas,02995-145,2025-09-04T18:59:15.548Z,Google,237,2025-10-04T22:11:10.642Z,1,São Paulo,"Estr. das Taipas, 1650",Hospital pior não tem.cheguei as 12:30 estou aguardando já são 16:00.,UPA - City Jaraguá,2.8
"Estr. das Taipas, 1650 - Parque Nações Unidas, São Paulo - SP, 02995-145, Brasil",São Paulo,"{'lat': -23.4416033, 'lng': -46.7336772}",Parque Nações Unidas,02995-145,2025-08-27T10:08:50.088Z,Google,237,2025-10-04T22:11:10.642Z,3,São Paulo,"Estr. das Taipas, 1650","Telefone deve ficar fora do gancho ,pq a gente liga pra pedir informações e só da ocupado",UPA - City Jaraguá,2.8
"Estr. das Taipas, 1650 - Parque Nações Unidas, São Paulo - SP, 02995-145, Brasil",São Paulo,"{'lat': -23.4416033, 'lng': -46.7336772}",Parque Nações Unidas,02995-145,2025-08-24T20:38:14.968Z,Google,237,2025-10-04T22:11:10.642Z,5,São Paulo,"Estr. das Taipas, 1650",,UPA - City Jaraguá,2.8
"Estr. das Taipas, 1650 - Parque Nações Unidas, São Paulo - SP, 02995-145, Brasil",São Paulo,"{'lat': -23.4416033, 'lng': -46.7336772}",Parque Nações Unidas,02995-145,2025-08-18T22:48:09.949Z,Google,237,2025-10-04T22:11:10.642Z,5,São Paulo,"Estr. das Taipas, 1650",Minha mãe está internada desde sábado .agradeço a equipe de profissionais muito atenciosos cuida com carinho ❤️ dos pacientes que  Deus abençoe todos eles,UPA - City Jaraguá,2.8
"Estr. das Taipas, 1650 - Parque Nações Unidas, São Paulo - SP, 02995-145, Brasil",São Paulo,"{'lat': -23.4416033, 'lng': -46.7336772}",Parque Nações Unidas,02995-145,2025-08-14T21:50:18.265Z,Google,237,2025-10-04T22:11:10.642Z,1,São Paulo,"Estr. das Taipas, 1650","Até  o atendimento médico foi ok , mas o setor de medicação terrível umas mulher morta pra atender tem que ficar pedindo, numa upa onde o atendimento precisa ser rápido vc morre pedindo a medicação.",UPA - City Jaraguá,2.8
"Estr. das Taipas, 1650 - Parque Nações Unidas, São Paulo - SP, 02995-145, Brasil",São Paulo,"{'lat': -23.4416033, 'lng': -46.7336772}",Parque Nações Unidas,02995-145,2025-08-09T01:11:32.655Z,Google,237,2025-10-04T22:11:10.642Z,1,São Paulo,"Estr. das Taipas, 1650","Atendimento foi ruim , a classificação  mandou para fila  ,pisei em falso no buraco machuquei a perna  com dor  e nada !!! Desisti vou remedio em casa😥",UPA - City Jaraguá,2.8
"Estr. das Taipas, 1650 - Parque Nações Unidas, São Paulo - SP, 02995-145, Brasil",São Paulo,"{'lat': -23.4416033, 'lng': -46.7336772}",Parque Nações Unidas,02995-145,2025-07-30T11:01:14.288Z,Google,237,2025-10-04T22:11:10.642Z,5,São Paulo,"Estr. das Taipas, 1650",,UPA - City Jaraguá,2.8
"Estr. das Taipas, 1650 - Parque Nações Unidas, São Paulo - SP, 02995-145, Brasil",São Paulo,"{'lat': -23.4416033, 'lng': -46.7336772}",Parque Nações Unidas,02995-145,2025-07-21T23:03:21.647Z,Google,237,2025-10-04T22:11:10.642Z,1,São Paulo,"Estr. das Taipas, 1650","Se tem UPA pior que essa eu desconheço, classificação de risco e recepção até que é rápido, agora passar no médico é so por Deus, mais de 3 horas de espera é pouco. Só fica quem precisa demais!!",UPA - City Jaraguá,2.8
"Estr. das Taipas, 1650 - Parque Nações Unidas, São Paulo - SP, 02995-145, Brasil",São Paulo,"{'lat': -23.4416033, 'lng': -46.7336772}",Parque Nações Unidas,02995-145,2025-07-02T19:08:12.300Z,Google,237,2025-10-04T22:11:10.642Z,1,São Paulo,"Estr. das Taipas, 1650","A minha experiência foi péssima. Estou aqui desde 13:31 e ainda não fui atendida. Agora são exatamente 16:10, diversas pessoas passaram na minha frente, não é possível que todas essas senha são emergência. Se falta médico então contratem, porque um upa desse tamanho só 3 consultórios atendendo 1000 pessoas dificulta. Para quando atenderam, mal olhar na nossa cara, passar um remédio e mandar pra casa.",UPA - City Jaraguá,2.8
"Estr. das Taipas, 1650 - Parque Nações Unidas, São Paulo - SP, 02995-145, Brasil",São Paulo,"{'lat': -23.4416033, 'lng': -46.7336772}",Parque Nações Unidas,02995-145,2025-06-09T22:08:35.952Z,Google,237,2025-10-04T22:11:10.642Z,1,São Paulo,"Estr. das Taipas, 1650","Horrível, essa upa é boa mas tem uns pediatra que é horrível, fui lá ontem com meu filho de febre, ele só olhou a boca e o peito e só passou um xarope, nem falo oq o menino tinha nem olha a criança direito, muito triste",UPA - City Jaraguá,2.8
"Estr. das Taipas, 1650 - Parque Nações Unidas, São Paulo - SP, 02995-145, Brasil",São Paulo,"{'lat': -23.4416033, 'lng': -46.7336772}",Parque Nações Unidas,02995-145,2025-05-30T15:26:37.684Z,Google,237,2025-10-04T22:11:10.642Z,1,São Paulo,"Estr. das Taipas, 1650",,UPA - City Jaraguá,2.8
"Estr. das Taipas, 1650 - Parque Nações Unidas, São Paulo - SP, 02995-145, Brasil",São Paulo,"{'lat': -23.4416033, 'lng': -46.7336772}",Parque Nações Unidas,02995-145,2025-05-23T16:34:57.977Z,Google,237,2025-10-04T22:11:10.642Z,1,São Paulo,"Estr. das Taipas, 1650","Cheguei as 09h00  Estou saindo as 13h34 sem ser atendido, passam todos os preferênciais na frente, medico da sala 1 mal trabalha, quando a da sala 2 q era a mais rapida foi almoçar acabou!",UPA - City Jaraguá,2.8
"Estr. das Taipas, 1650 - Parque Nações Unidas, São Paulo - SP, 02995-145, Brasil",São Paulo,"{'lat': -23.4416033, 'lng': -46.7336772}",Parque Nações Unidas,02995-145,2025-05-23T13:04:43.314Z,Google,237,2025-10-04T22:11:10.642Z,1,São Paulo,"Estr. das Taipas, 1650","Fui ontem dia 22/05/2025 cheguei às 10:50 e só fui ser atendida por volta das 14:50 E ainda fui atendida por uma médica super grossa e ignorante chamada Ana Paula, que só me deu dipirona e paracetamol, sendo que eu estava com ânsia, dor de cabeça e muito calafrio, pedi para ela um exame de sangue pelo menos, e ela se negou. O pior hospital que eu já frequentei, por isso não indico a ninguém esse lixo!!!",UPA - City Jaraguá,2.8
"Estr. das Taipas, 1650 - Parque Nações Unidas, São Paulo - SP, 02995-145, Brasil",São Paulo,"{'lat': -23.4416033, 'lng': -46.7336772}",Parque Nações Unidas,02995-145,2025-05-22T16:00:20.454Z,Google,237,2025-10-04T22:11:10.642Z,5,São Paulo,"Estr. das Taipas, 1650",Atendimento no que precisava no momento,UPA - City Jaraguá,2.8
"R. Antônio Felipe Filho, 180 - Jardim Somara, São Paulo - SP, 04845-000, Brasil",São Paulo,"{'lat': -23.7488809, 'lng': -46.6905775}",Jardim Somara,04845-000,2025-10-04T20:46:22.690Z,Google,529,2025-10-04T22:11:10.730Z,1,São Paulo,"R. Antônio Felipe Filho, 180","Hoje estive nesta Upa, chegamos por volta das 11 horas, meu pai com 87 anos, total desrespeito com o ser humano, mais de 7 horas para ser atendido. Ressaltando os funcionários, todos educados, isso eu não posso reclamar, mas em compensação a espera é surreal, uma falta de respeito total com os pacientes. Não recomendo de jeito nenhum!",UPA Dona Maria Antonieta Ferreira de Barros,2.3
"R. Antônio Felipe Filho, 180 - Jardim Somara, São Paulo - SP, 04845-000, Brasil",São Paulo,"{'lat': -23.7488809, 'lng': -46.6905775}",Jardim Somara,04845-000,2025-09-14T14:28:33.106Z,Google,529,2025-10-04T22:11:10.730Z,1,São Paulo,"R. Antônio Felipe Filho, 180","Uma estrela, por que é impossível dar menos. Cada vez vou à essa UPA, me decepciono cada vez com o SUS. Lugar super desorganizado, funcionários não têm preparo algum para lidar com pessoas, um descaso total. Foram raras as vezes que fui e não perderam minha ficha, sempre perdem ou simplesmente esquecem de levar até os consultórios e/ou até a medicação. Enquanto as pessoas estão aguardando horas e horas para um primeiro atendimento, funcionários ficam conversando em voz alta, rindo, falando sobre assuntos da vida pessoal; total falta de empatia com os pacientes. Sei que essa reclamação vai ser só mais uma, diante de várias aqui, e que não vai fazer diferença alguma, mas seria uma omissão não deixar registrado a minha indignação. Depois de toda demora e de toda humilhação, finalmente o médico te chama, e então você respira, aliviado, achando que agora vai ficar tudo bem. Quando você entra no consultório, a cadeira em que você senta está super distante de onde o médico está, e você tem que gritar para ele conseguir ouvir sua queixa. O cidadão ou cidadã nem olha na sua cara, nem examina fisicamente (minha queixa era tosse, dor no peito, garganta inflamada), até meu filho de 5 anos de idade quando brinca de médico, sabe que precisa olhar a garganta e ouvir o pulmão, mas por incrível que pareça, a médica que me atendeu não. Simplesmente te empurram medicações, e não tem o trabalho nem de solicitar um simples exame (um raio X, por exemplo). Será que a prefeitura desconta os valores dos exames dos salários dos médicos? É o que parece. Por que tem os equipamentos, mas não são usados, por que os médicos simplesmente não solicitam exames.",UPA Dona Maria Antonieta Ferreira de Barros,2.3
