Nome_Upa;Contagem_Avaliacoes;Pontuacao_Total;Cidade;Estado;Bairro;Rua;CEP;Origem_Avaliacao;Data_Coleta;Data_Publicacao_Avaliacao;Texto_Avaliacao;Estrelas
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-04-29T22:12:56;ESTOU INTERNADO AQUI NO ISOLAMENTO JA FAZ 1 SEMANA E 1 DIA TEM PLANTAO QUE SAO MUITO BONS MA TEM UNS QUE SAO PESSIMOS TE DEIXAM PRA MORRER FICO NO QUARTO FECHADO SEM TER COMO CHAMAR NINGUEM POIS ESTOU FRACO E NAO CONSIGO ANDAR! ALIMENTACAO HORRIVEL...PESSIMO HOSPITAL NAO TRAGAM SEUS PARENTES PARA SEREM INTERNADOS AQUI E HORRIVEL.;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-04-29T16:58:53;ONTEM DIA 28/04/25 ESTIVE NA UPA ERMELINO COM MEU FILHO QUE PRECISAVA DE ATENDIMENTO MEDICO POR SUSPEITA DE DENGUE E FOI UM PESSIMO ATENDIMENTO.  CHEGUEI AS 13HS E PEGUEI A SENHA, PASSEI NA TRIAGEM AS 15:30HS, DUAS HORAS E MEIA SO PRA PASSAR NA TRIAGEM, SO CONSEGUI PASSAR EM CONSULTA AS 17HS. FOI SOLICITADO EXAME, ONDE DEMOROU 2HS PRA CONSEGUIR FAZER PQ O PESSOAL DA ENFERMAGEM NAO ACHAVA A FICHA DELE. FEZ O EXAME AS 19HS, ESPERA DE 2HS PARA O RESULTADO.  QND FICOU PRONTO FICARAM ENROLANDO PRA ENTREGAR, MANDARAM ESPERAR NA RECEPCAO DO MEDICO PARA O RETORNO E NUNCA CHAMAVAM, MEU FILHO COM 38,7 DE FEBRE,  TIVE QUE FALAR COM VARIAS PESSOAS, UMAS 4, PQ PERDERAM A FICHA DELE DE NOVO E NEM ESTAVA NA SALA DO MEDICO,  OU SEJA, ME FIZERAM DE BESTA MANDANDO EU ESPERAR SENDO QUE A FICHA NEM ESTAVA NO MEDICO. TIVERAM QUE IMPRIMIR  2° VIA DO EXAME E SO CONSEGUI PASSAR NO RETORNO 23:50HS E SAI DE LA 00:03HS. ABSURDO O DESCASO COM AS PESSOAS.;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-04-23T21:43:42;QUERO AGRADECER A ENFERMEIRA MARA, ELA FOI EXCEPCIONAL POR TER ME RECEPCIONADO TAO BEM E FEITO UM TRATAMENTO PARA O QUE EU ESTAVA SENTINDO NO MOMENTO, FOI CASO DE URGENCIA E ELA REALMENTE SOUBE EXATAMENTE O QUE EU TINHA. SO TENHO A AGRADECER TODA EQUIPE COMO DOUTORES E DOUTARAS, MAS EM PRINCIPAL A ENFERMEIRA MARA, POIS REALMENTE ME SINTO AGRADECIDO POR ELA ESTAR LA NO MOMENTO QUE EU REALMENTE PRECISEI. QUERO DESEJAR AINDA MAIS SUCESSO E PARABENIZAR COMO EU FUI TRATADO. MUITO OBRIGADO DE CORACAO. QUE DEUS ABENCOE VOCES.;5
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-04-11T04:49:55;PESSIMA EXPERIENCIA COM O ORTOPEDISTA NO DIA DE HOJE 11/04 AS 01:00. MINHA ESPOSA FOI ENCAMINHADA PELO CLINICO PARA O ORTOPEDISTA , FICAMOS MAIS DE 1 HORA E MEIA AGUARDANDO O DR , ATE EU PEDIR PARA FALAR COM ELE, ELE DESCEU COM CARA DE SONO E MUITO NERVOSO , PEGOU O ENCAMINHAMENTO E DISSE QUE NAO ERA CASO PARA ELE E SIM PARA O CLINICO GRITOU COM A MINHA ESPOSA E  DISSE QUE NAO PODERIA FAZER NADA POR ELA , DISSE QUE O PROBLEMA ERA DELA PARA ELA SE VIRAR .;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-04-11T03:53:37;UMA PORCARIA DE ATENDIMENTO!!!;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-04-09T13:52:05;EXCELENTE EXPERIENCIA, EQUIPE MEDICA E ENFERMEIROS MUITOS BONS.;5
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-04-09T01:27:21;AVALIACAO NAO PREENCHIDA;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-04-08T04:07:34;AVALIACAO NAO PREENCHIDA;5
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-03-26T23:11:11;ATENDIMENTO ATE QUE RAPIDO PARA TRIAGEM EM ENFERMAGEM, POREM PARA SER ATENDIDO PELO MEDICO UMA DEMORA DE QUASE 2 HORAS, FICAR ESPERANDO PARA SER ATENDIDO DESDE AS 17:55 AI FICA DIFICIL JA SAO 20: 03 E NADA DE ATENDIMENTO, E FORA QUE ESTA TODO MUNDO JUNTO, NAO TEM ORGANIZACAO PARA ATENDIMENTO DE CRIANCAS E ADULTOS, NO PAINEL FICA CHAMANDO TUDO MISTURADO AI FICA COMPLICADO, FORA O LOCAL ONDE FICAMOS UM CALOR, TUDO PARA AJUDAR A PROLIFERAR BACTERIAS, TOTAL DESCASO INFELIZMENTE.;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-03-24T12:39:36;ONTEM FUI A UPA COM MEU BEBE DE 6 MESES, E FOMOS MUITO BEM ATENDIDOS, O MEDICO EXAMINOU ELE TODINHO, DESDE DE A ENTRADA NO ACOLHIMENTO FOI UMA ENFERMEIRA SUPER PREPARADA, A RECEPCAO ENTAO FOI OUTRO NIVEL, PARABENS A TODA EQUIPE, LUGAR SUPER LIMPO, ENFERMEIRA NA MEDICACAO MARAVILHOSA, BRINCANDO COM MEU BEBE, SOU GRATA PRIMEIRAMENTE A DEUS E A TODA A EQUIPE, E DEVEMOS SEMPRE COLABORAR COM OS COLABORADORES, TER EDUCACAO QUANDO CHEGAR, COMPROMETA, PORQUE ESTAO ALI FAZENDO UM TRABALHO BEM DIFICIL QUE E OUVIR PESSOAS, E MUITOS NAO TEM EDUCACAO DE DA UM BOM DIA, BOA TARDE OU BOA NOITE, SEJAMOS EDUCADO BOM DIA A TODOS;5
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-03-18T14:40:33;ACOUGUE A CEU ABERTO. MEDICOS INCOMPETENTES, DIAGNOSTICOS ERRADOS. LEVAMOS DUAS VEZES MEU PAI. NA PRIMEIRA VEZ, 10.03, UMA SENHORA INFARTADA MORREU POR AUSENCIA DE MEDICO! ATE TINHA UMA MEDICA MAS ELA ESTAVA PASSEANDO NO CORREDOR, A MULHER MORREU E ELA SUBIU ATE A AREA DA MEDICACAO PRA DESCER COM SORINHO PRA CAIR FORA. VEIO UMA MEDICA DO HOSPITAL TENTAR REANIMAR A COITADA DA MULHER... SO RESTOU O CHORO DO MARIDO E FAMILIARES. ONTEM, MEU PAI FEZ UMA CHAPA NO PULMAO, A CHAPA COMPLETAMENTE BRANCA, ELE FOI TRANSFERIDO DA UBS PRA UPA. A ENFERMEIRA DESTRATOU A MEDICA, TIROU A EMERGENCIA VERMELHA PRA AMARELA, DEIXARAM MEU PAI 4H NO CORREDOR E FALARAM QUE A SITUACAO DELE ERA CONSTIPACAO... ESTAMOS HJ EM UM ATENDIMENTO PARTICULAR E CONSTA AGUA NO PULMAO, BAIXISSIMA SATURACAO. SO DEUS.;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-03-13T13:26:04;EU NAO TENHO OQ RECLAMAR DA UPA ...NO GERAL ...MAS A ENFERMEIRA RENATA NO PLANTAO DE 13/3/25 E O SEGURANCA ELIAS..SAO PESSIMOS PARA ATENDER....ELES ESQUECEM Q ESTAO TRABALHANDO POR CONTA DE ( O PACIENTE ESTA AQUI)...O TRATAMENTO FOI PESSIMO....NAO SEI PQ NAO MUDAM DE LUGAR DE TRABALHO...SE NAO GOSTA DE LIDAR COM PESSOAS...VAI PARA OUTRA PROFISSAO...ME SENTI MUITO MAL TRATADO...ESPERO Q ALGUEM DA DIRECAO..LEIA ISSO E TENHA MAIS ATENCAO COM O PACIENTE ...FALTA HUMANIZACAO E UM LIDER DE VDD ...PARA VER ESSAS COISAS;2
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-03-09T19:31:15;MUDA ESTRUTURA MAIS A DEMORA CONTINUA . PRECISA DE MAIS PROFISSIONAIS PARA ATENDER A ALTA DE MANDA E  A FALTA DE REFRIGERACAO NO AMBIENTE DEIXA AS PESSOAS ESTRESSADA E DESCONFORTAVEL.;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-03-09T11:47:09;AVALIACAO NAO PREENCHIDA;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-02-28T21:13:02;AVALIACAO NAO PREENCHIDA;5
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-02-27T19:49:48;HORRIVEL;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-02-27T11:45:50;AVALIACAO NAO PREENCHIDA;5
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-02-19T19:20:31;ATENDIMENTO PESSIMO O PACIENTE ESPERA PARA SER ATENDIDO DE 6 HORAS OU MAIS. MEDICOS NAO TEM RESPEITO PELOS PACIENTES, AS PESSOAS CHEGAM COM DOR E SAO OBRIGADOS A ENFRENTAR LONGAS HORAS PARA SER ATENDIDOS. PARECE QUE NAO EXISTE UM RESPONSAVEL PARA AGILIZAR O ATENDIMENTO OU VER O QUE TA ACONTECENDO. O AR CONDICIONADO SO E  ENFEITE , ELES NAO LIGA. OS PACIENTES FICAM EM SALAS SUPER LOTADAS, NO CALOR INSUPORTAVEL, MAIS OS FUNCIONARIOS NAO DAO A MINIMA AINDA SOU OBRIGADA A DAR UMA ESTRELA, SE NAO, NAO CONSIGO POSTAR;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-02-18T15:32:36;LUGAR QUENTE DE MAIS , DESCASO DOS MEDICOS  , ENFERMEIRAS SOBRECARREGAS MAS TENTA AJUDAR ,ALGUNS SEGURANCA BEM GENTIL OUTROS MUITO IGNORANTES , DIFICIL VOLTAR NO RETORNO E QUANDO VC TENTA FALAR COM O MEDICO ELE TE EXPULSA DA SALA , SEM PACIENCIA  . PESSOAS CONVULSIONA NO CORREDOR PQ A DEMORA NO ATENDIMENTO  MEDICO! RESUMINDO  NAO VA DESCASO MUITO GRANDE NAO IMPORTA A IDADE PESSOAS TRATADAS COMO LIXO ,TEMPO DE ESPERA LA DENTRO 12 HORAS P TENTAR RESOLVER  ,SE RESOLVER  !;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-02-16T13:37:47;DEPOIS DO DESCASO NAS  AMA/UBS. INTEGRADA BONI1 E MONI3 E UPA ITAQUERA  POR VARIOS. DIAS . NA NOITE DE 14/02 ENCONTREI  PROFISSIONALISMO  E ATENCAO  NESTA UPA E NO HOSPITAL ERMELINO MATARAZZO. ONDE MINHA ESPOSA TEVE O DIAGNOSTICO CORRETO E ESTA  SENDO TRATADA;5
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-02-11T15:40:31;O ATENDIMENTO E OTIMO, TODOS BEM ATENCIOSOS, POREM PARA VOCE PASSAR NO ORTOPEDISTA, TEM QUE ESTA QUEBRADO PARA FAZER O ATENDIMENTO. SO ASSIM ELE FAZ O ATENDIMENTO;5
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-02-10T17:36:33;FIQUEI 4 HORAS DEPOIS QUE PASSEI DA TRIAGEM ESPERANDO , EU ESTANDO COM COVID E FEBRE ALTA ME DEIXARAM JOGADO , ACABOU QUE FUI EMBORA SEM SER ATENDIDO PIOR HOSPITAL/UPA EXISTENTE DEVIAM FECHAR ESSE LIXO A ANOS;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-02-09T12:45:23;O ATENDIMENTO DO MEDICO E DA MEDICA FOI OK, MAS A EQUIPE DE ENFERMAGEM FOI COMPLICADO. POR MAIS QUE SEJAM SIMPATICOS, SAO UM POUCO INEXPERIENTES. DEMORARAM HORRORES PRA ATENDER A GENTE, NA HORA DE ACHAR O ACESSO DA VEIA FOI UMA TORTURA, ELES NAO CONSEGUIAM E FICAVAM SE REVEZANDO ENTRE SI (ERAM 4). NA HORA DA COLETA DO SANGUE ARTERIAL FOI PIOR AINDA, A PRIMEIRA NAO CONSEGUIU, PASSOU PARA SEGUNDA QUE ENTORTOU A AGULHA DENTRO (SIMMM, FIQUEI ATE COM MEDO DA AGULHA TER QUEBRADO DENTRO DE MIM), DEPOIS QUE CONSEGUIU ACHAR A  ARTERIA, MESMO ASSIM NAO COLETARAM SANGUE O BASTANTE, SENDO PRECISO VOLTAR PRA ME FAZER PASSAR PELA MESMA TORTURA. TEM UM ENFERMEIRO QUE E SUPER AGIL E PARECE ATE COMPETENTE, POREM DEVE SE CONTROLAR MAIS, NA HORA DA MEDICACAO, ELE APLICA COM MUITA PRESSA E CHEGA ATE ASSUSTAR UM POUCO, EU TAVA TOMANDO MINHA MEDICACAO DILUIDA NO SORO, CLARAMENTE FALTAVA UNS 2/3 DEDOS PARA ACABAR, ELE SIMPLESMENTE VEIO PUXOU E ME LIBEROU FALANDO QUE JA TINHA ACABADO. PERCEBI QUE ELE FEZ ISSO COM OUTROS PACIENTES TAMBEM.;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-02-05T18:29:11;E PESSIMO O ATENDIMENTO HORRIVEL DE VEZ OS MEDICOS SALVAR VIDAS OS MEDICOS ESTAO PERDENDO VIDAS;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-02-03T02:19:55;SABADO DIA 01/02/25 DEI ENTRADA COM MEU PAI NA EMERGENCIA DA UPA ERMELINO MATARAZZO QUE DEIXAR MEU AGRADECIMENTO PELA OTIMO ATENDIMENTO QUE PRESTARAM AO MEU PAI. EQUIPE DE ENFERMAGEM, EQUIPE MEDICA, RECEPCAO, SEGURANCA E A TODOS QUE TRABALHAM AI,  TODOS MUITO ATENCIOSAS, PARABENS PELO TRABALHO DE VOCES, MESMO COM FALTA DE RECURSOS NECESSARIO E UMA DEMANDA GRANDE VOCE S EXERCEM UM TRABALHO COM EXCELENCIA.;4
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-02-01T23:08:42;VOCE ENTRA COM DOR E SAI MORRENDO OU NO CAIXAO FAMOSO MATADOURO DO ERMELINO;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-01-30T04:18:38;DESORGANIZADO.;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-01-27T22:42:26;CHEGUEI FUI BEM ATENDIDA, TIREI O RAIO X E FALTAVA APENAS O RETORNO AO ORTOPEDISTA, FIQUEIMAIS DE  1 HORA E 30 MINUTOS QUE ESTOU AGUARDANDO , POIS A EQUIPE DA MEDICACAO PERDEU MINHA FICHA E NAO ME ENCAMINHARAM NOVAMENTE PARA A NOVA CONSULTA APOS O RAIO X. PARA QUE UM SISTEMA SE AS PESSOAS NAO SEGUEM O PROCESSO;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-01-27T18:28:34;RUIM FALA QUE ESTAO FAZENDO MELHORAS MAS PELO VISTO SO PIORA HA ESPERA E LONGA  NINGUEM SABE DE NADA UM LIXO VAMOS PELO FATO DE NAO TEM SAIDA MAS E PESSIMO;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-01-27T11:41:21;ORGANIZACAO 10 LIMPEZA 10 POLUICAO SONORA ZERO. ALEM DA COMUNICACAO VIZUAL TEM VARIOS PAINEIS COM UM SINAL MUITO ALTO, IRRITANTE QUE SE SOBREPOEM E DIFICULTAM A AUDICAO DOS PACIENTES. FORA O GUARDA QUE AO VER O NOME DO PACIENTE NO PAINEL, CHAMA EM VOZ ALTA, SEM NECESSIDADE. REALMENTE ESTA QUESTAO DO AUDIO TEM QUE SER REAVALIADA, E INSUPORTAVEL. UMA BALBURDIA. NO MAIS EXCELENTE.;4
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-01-26T20:09:32;DESESPERADOR A DEMORA DESSA UPA.. 6H PRA MEDIR PRESSAO E TOMAR MEDICAMENTO.. SO PRA ESPERAR A FICHA DE LIBERACAO FORAM 2H....HORRIVEL ESSA UPA;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2025-01-20T16:23:58;UPA COM PESSIMOS FUNCIONARIOS,ATENDIMENTO RUIM E DEMORADO,NAO INDICO! SE PUDER PASSE EM OUTRO LUGAR!;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2024-12-31T12:06:43;SUPER LOTADO DE PESSOAS;3
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2024-12-20T11:30:53;QUANDO CHEGUEI LA SENTEI NA ESPERA E FUI VER AS AVALIACOES, QUE PARA MINHA SURPRESA SAO PESSIMAS, CONFESSO QUE FIQUEI COM RECEIO! MAS FOI TUDO MUITO RAPIDO E AS PESSOAS QUE ME ATENDERAM FORAM SUPER SIMPATICAS E PRESTATIVAS, PRINCIPALMENTE O MEDICO QUE AVALIOU A SITUACAO COM CUIDADO E SANOU MINHAS DUVIDAS. NAO SEI SE DEI SORTE MAS A MINHA EXPERIENCIA COM A UPA FOI MUITO BOA;5
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2024-12-07T06:32:30;AVALIACAO NAO PREENCHIDA;5
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2024-12-06T22:27:19;PESSIMO SERVICO CHEIA, TODA VEZ QUE VOCE PRECISAR IR FICA O DIA TODO, PARECE TEM TEM SO METADE DOS FUNCIONARIOS TRABALHANDO;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2024-12-04T10:33:13;AVALIACAO NAO PREENCHIDA;2
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2024-11-25T20:36:18;FUI ATENDIDO PELA ANGELICA RIBEIRO, OTIMO ATENDIMENTO;5
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2024-11-25T03:13:06;ATENDIMENTO PESSIMO DESCASO COM PASCIENTE, DEMORA NO ATENDIMENTO E QUANDO ATENDE O MEDICO POR ESTA SOBRECARREGADO NAO OLHA PRO PACIENTE SE QUER PASSA REMEDIO E MANDA EMBORA HORRIVEL;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2024-11-16T13:49:28;CHEGUEI NA UPA DE ERMELINO FUI MUITO BEM ATENDIDA E ASSISTIDA... GRATIDAO A TODO A EQUIPE 🙌🙏;5
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2024-11-02T00:19:02;LUGAR HORRIVEL ,  VC E TRATADO COMO LIXO , GOSTA DE ESPERA. , E QUANDO VC PERGUNTA E IGNORADO.;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2024-10-20T02:09:25;AVALIACAO NAO PREENCHIDA;5
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2024-10-18T03:43:19;AVALIACAO NAO PREENCHIDA;4
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2024-10-15T08:44:10;ONTEM 14/10/24. AS 16 HORAS. PASSEI NO CLINICO. ATE TUDO BEM. TRIAGEM. ATENDIMENTO DA MEDICA ATE AI NORMAL. MAS NA MEDICACAO TOMAR INJECAO. A FALTA DE RESPEITO E DESCASO. 45 MINUTOS SEM CHAMAR NINGUEM PARA MEDICACAO. IDOSOS AGUARDANDO PASSANDO MAL. RESUMINDO VIROU O PLANTAO NADA DE CHAMAR.  QUANDO OS PROFISSIONAIS TEM BOA VONTADE. RESPEITO...... TURMA DA NOITE EM MENOS DE 45 MINUTOS ATENDERAM RAPIDAMENTE. BEM ORGANIZADOS SUPER EDUCADOS.  PARABENS PARA ESSA TURMA DA NOITE.;3
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2024-10-13T10:09:35;HOJE FOI UM DESCANSO ESTOU NA UNIDADE COM A MINHA FILHA DESSAS 2H DA MANHA AGORA JA SAO 7H DA MANHA O UNICO ATENDIMENTO RAPIDO FOI O DA MEDICA O RESTANTE FOI TOTALMENTE DEMORADO A MEDICA PASSOU MEDICACAO OS ENFERMEIROS DA PEDIATRIA ESTAVAM TODOS EM REUNIAO SENDO QUE O CERTO ERA DEIXAR PELO MENOS 2 TRABALHANDO E OS OUTROS NA REUNIAO POIS DEPOIS DE VEZ FOFOCAS OS QUE ESTAVAM NA REUNIAO PODERIAM PASSAR O QUE FOI FALADO DURANTE O.HORARIO DE TRABALHO MAIS NAO ELES DEIXARAM TUDO PARADO. DEPOIS DA MEDICACAO A MINHA FILHA TINHA QUE TIRAR O SANGUE E DEMOROU POIS FALTAVA 30M PARA A TROCA DE TURNO E NAO QUISERAM TIRAR POIS ELES IAM EMBORA AGR SAO 7:09 E EU AINDA ESTOU AQUI NAO DIREI O SANGUE DA MINHA FILHA;1
UPA ERMELINO MATARAZZO;412;2.2;SAO PAULO;SAO PAULO;VILA PARANAGUA;R. MIGUEL NOVAIS, 113;03807-370;Google;2025-10-18T02:19:58;2024-10-09T01:38:09;DESCASO TOTAL!! PRA PASSAR EM EMERGENCIA COM O BUCOMAXILO FOMOS ENCAMINHADO PARA ESSA UPA PARA ABRIR UMA FICHA. E VER SE O CLINICO ENCAMINHAVA PARA URGENCIA COM BUCO NO HOSPITAL ERMELINO. ENTREI NA UPA AS 18HRS, 23:00 NAO HAVIAM CHAMADO. FOMOS NOS INFORMAR E INFORMARAM QUE CHAMARAM E QUE TERIAMOS QUE FAZER OUTRA FICHA PASSAR NOVAMENTE PELA TRIAGEM, AGUARDAR SER CHAMADO PELO CLINICO PARA VER SE ENCAMINHARIA PARA PASSAR EM URGENCIA COM O BUCO NO HOSPITAL. E UM DESCASO TOTAL COM O PACIENTE. SE E CASO DE BUCO NAO TERIA NEM QUE ABRIR FICHA EM UPA. SE TEM OPCAO DE PASSAR EM EMERGENCIA NO HOSPITAL DEVERIAM ATENDER NO HOSPITAL. LAMENTAVEL!;1
