date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,ozone,sulphur_dioxide
2024-03-13 17:00:00+00:00,194.6,32.0,183.0,2.2,101.0,11.5
2024-03-13 18:00:00+00:00,159.3,29.0,183.0,2.5,94.0,11.0
2024-03-13 19:00:00+00:00,129.9,26.5,182.0,2.6,90.0,10.9
2024-03-13 20:00:00+00:00,109.0,24.7,181.0,2.5,88.0,11.1
2024-03-13 21:00:00+00:00,93.4,23.2,180.0,2.4,86.0,11.3
2024-03-13 22:00:00+00:00,82.4,22.2,178.0,2.1,83.0,11.6
2024-03-13 23:00:00+00:00,75.7,21.4,176.0,1.8,81.0,11.9
2024-03-14 00:00:00+00:00,71.7,20.1,174.0,1.2,85.0,12.8
2024-03-14 01:00:00+00:00,66.8,19.4,173.0,1.3,82.0,12.6
2024-03-14 02:00:00+00:00,61.7,18.6,171.0,1.5,77.0,12.4
2024-03-14 03:00:00+00:00,58.9,18.0,170.0,1.7,77.0,12.6
2024-03-14 04:00:00+00:00,57.9,17.6,171.0,1.9,85.0,13.6
2024-03-14 05:00:00+00:00,64.5,17.8,174.0,2.0,96.0,14.9
2024-03-14 06:00:00+00:00,106.4,19.5,174.0,2.0,106.0,15.5
2024-03-14 07:00:00+00:00,194.6,23.8,170.0,1.6,112.0,14.7
2024-03-14 08:00:00+00:00,279.4,28.6,164.0,1.0,117.0,13.1
2024-03-14 09:00:00+00:00,327.8,31.7,158.0,0.5,118.0,11.3
2024-03-14 10:00:00+00:00,343.7,32.5,153.0,0.3,113.0,9.2
2024-03-14 11:00:00+00:00,339.9,31.9,148.0,0.2,105.0,7.0
2024-03-14 12:00:00+00:00,340.9,27.6,148.0,0.4,94.0,4.9
2024-03-14 13:00:00+00:00,334.3,27.6,148.0,0.8,89.0,4.5
2024-03-14 14:00:00+00:00,373.5,30.2,148.0,1.4,83.0,3.9
2024-03-14 15:00:00+00:00,443.3,37.8,147.0,1.8,78.0,3.6
2024-03-14 16:00:00+00:00,434.9,39.8,145.0,1.8,75.0,3.8
2024-03-14 17:00:00+00:00,459.1,41.8,143.0,1.7,74.0,4.2
2024-03-14 18:00:00+00:00,435.9,41.2,141.0,1.5,73.0,4.4
2024-03-14 19:00:00+00:00,358.6,37.1,141.0,1.4,72.0,4.2
2024-03-14 20:00:00+00:00,279.4,32.8,143.0,1.3,72.0,3.8
2024-03-14 21:00:00+00:00,255.2,31.1,144.0,1.2,72.0,3.4
2024-03-14 22:00:00+00:00,227.7,29.2,146.0,1.0,74.0,2.9
2024-03-14 23:00:00+00:00,187.7,26.0,148.0,0.8,76.0,2.4
2024-03-15 00:00:00+00:00,163.0,25.0,154.0,0.7,90.0,2.4
2024-03-15 01:00:00+00:00,142.0,23.1,154.0,0.8,90.0,2.4
2024-03-15 02:00:00+00:00,136.4,22.5,155.0,1.1,91.0,2.4
2024-03-15 03:00:00+00:00,128.1,21.1,156.0,1.2,92.0,2.3
2024-03-15 04:00:00+00:00,109.2,18.3,157.0,1.3,94.0,2.1
2024-03-15 05:00:00+00:00,87.3,14.7,159.0,1.3,96.0,1.9
2024-03-15 06:00:00+00:00,123.4,12.9,160.0,1.2,97.0,1.7
2024-03-15 07:00:00+00:00,237.0,17.0,160.0,0.9,98.0,1.5
2024-03-15 08:00:00+00:00,354.8,22.9,159.0,0.5,98.0,1.4
2024-03-15 09:00:00+00:00,449.8,28.6,158.0,0.2,97.0,1.3
2024-03-15 10:00:00+00:00,519.7,33.8,157.0,0.1,93.0,1.2
2024-03-15 11:00:00+00:00,571.8,38.4,155.0,0.1,88.0,1.2
2024-03-15 12:00:00+00:00,730.2,47.5,165.0,0.3,86.0,1.4
2024-03-15 13:00:00+00:00,713.4,47.5,164.0,0.7,82.0,1.4
2024-03-15 14:00:00+00:00,670.6,46.6,163.0,1.2,77.0,1.5
2024-03-15 15:00:00+00:00,570.0,46.8,163.0,1.6,73.0,1.5
2024-03-15 16:00:00+00:00,471.2,44.6,163.0,1.8,70.0,1.5
2024-03-15 17:00:00+00:00,454.5,45.9,163.0,1.8,67.0,1.4
2024-03-15 18:00:00+00:00,447.0,46.7,165.0,1.7,67.0,1.4
2024-03-15 19:00:00+00:00,415.4,44.8,170.0,1.5,71.0,1.6
2024-03-15 20:00:00+00:00,338.1,40.4,176.0,1.2,77.0,1.8
2024-03-15 21:00:00+00:00,333.4,41.4,181.0,1.0,83.0,2.1
2024-03-15 22:00:00+00:00,333.4,43.9,184.0,0.9,88.0,2.4
2024-03-15 23:00:00+00:00,291.5,44.2,185.0,0.8,92.0,2.8
2024-03-16 00:00:00+00:00,359.5,57.0,188.0,0.7,106.0,4.5
2024-03-16 01:00:00+00:00,288.7,53.4,187.0,0.9,107.0,4.6
2024-03-16 02:00:00+00:00,248.7,50.4,186.0,1.2,108.0,4.9
2024-03-16 03:00:00+00:00,218.4,47.5,185.0,1.5,110.0,5.0
2024-03-16 04:00:00+00:00,190.9,44.7,186.0,1.7,114.0,5.1
2024-03-16 05:00:00+00:00,190.9,42.8,188.0,1.9,119.0,5.2
2024-03-16 06:00:00+00:00,172.3,36.2,187.0,1.9,121.0,5.0
2024-03-16 07:00:00+00:00,136.4,29.4,183.0,1.5,118.0,4.4
2024-03-16 08:00:00+00:00,119.7,25.0,177.0,0.9,112.0,3.5
2024-03-16 09:00:00+00:00,119.7,23.6,170.0,0.5,106.0,2.8
2024-03-16 10:00:00+00:00,131.3,23.6,163.0,0.3,100.0,2.4
2024-03-16 11:00:00+00:00,146.7,24.4,156.0,0.3,93.0,2.2
2024-03-16 12:00:00+00:00,121.1,22.1,164.0,0.5,98.0,2.1
2024-03-16 13:00:00+00:00,128.5,23.1,162.0,0.7,96.0,2.3
2024-03-16 14:00:00+00:00,146.7,24.6,160.0,1.1,94.0,2.7
2024-03-16 15:00:00+00:00,168.1,26.5,159.0,1.7,92.0,3.8
2024-03-16 16:00:00+00:00,191.9,28.8,161.0,2.8,90.0,6.6
2024-03-16 17:00:00+00:00,222.6,30.5,165.0,4.2,88.0,10.1
2024-03-16 18:00:00+00:00,240.3,30.5,167.0,5.1,85.0,12.3
2024-03-16 19:00:00+00:00,256.1,30.5,166.0,5.2,78.0,11.9
2024-03-16 20:00:00+00:00,267.3,32.8,164.0,4.9,70.0,10.2
2024-03-16 21:00:00+00:00,278.5,39.2,162.0,4.5,65.0,9.1
2024-03-16 22:00:00+00:00,339.9,53.0,162.0,4.0,66.0,9.1
2024-03-16 23:00:00+00:00,452.6,72.2,163.0,3.5,71.0,9.6
2024-03-17 00:00:00+00:00,581.1,95.5,156.0,3.0,71.0,8.6
2024-03-17 01:00:00+00:00,491.7,94.3,156.0,3.0,71.0,8.9
2024-03-17 02:00:00+00:00,453.6,91.5,157.0,3.1,70.0,9.3
2024-03-17 03:00:00+00:00,366.0,85.4,157.0,3.1,71.0,9.2
2024-03-17 04:00:00+00:00,373.5,83.1,156.0,3.1,75.0,8.3
2024-03-17 05:00:00+00:00,459.1,91.0,154.0,3.0,80.0,6.8
2024-03-17 06:00:00+00:00,379.0,72.6,152.0,2.8,84.0,5.4
2024-03-17 07:00:00+00:00,170.0,38.8,148.0,2.3,85.0,4.0
2024-03-17 08:00:00+00:00,99.2,27.9,142.0,1.5,85.0,2.5
2024-03-17 09:00:00+00:00,73.6,23.2,139.0,1.1,84.0,1.5
2024-03-17 10:00:00+00:00,65.2,21.2,139.0,1.0,83.0,1.1
2024-03-17 11:00:00+00:00,71.7,22.2,141.0,1.2,81.0,1.2
2024-03-17 12:00:00+00:00,94.8,28.0,131.0,0.9,82.0,1.2
2024-03-17 13:00:00+00:00,91.0,27.3,132.0,1.5,80.0,1.5
2024-03-17 14:00:00+00:00,81.7,25.9,133.0,2.4,78.0,2.0
2024-03-17 15:00:00+00:00,69.8,24.3,135.0,3.4,74.0,2.4
2024-03-17 16:00:00+00:00,56.0,22.7,137.0,4.6,68.0,2.6
2024-03-17 17:00:00+00:00,51.7,22.1,140.0,5.9,60.0,2.6
2024-03-17 18:00:00+00:00,53.0,22.2,142.0,7.0,53.0,2.6
2024-03-17 19:00:00+00:00,57.7,23.2,144.0,8.0,47.0,2.5
2024-03-17 20:00:00+00:00,61.5,24.2,146.0,8.7,41.0,2.3
2024-03-17 21:00:00+00:00,69.4,25.7,146.0,8.6,38.0,2.0
2024-03-17 22:00:00+00:00,83.8,27.4,143.0,6.9,40.0,1.7
2024-03-17 23:00:00+00:00,95.5,29.7,139.0,4.4,44.0,1.3
2024-03-18 00:00:00+00:00,80.3,32.9,139.0,3.4,41.0,1.6
2024-03-18 01:00:00+00:00,73.1,32.6,138.0,3.3,38.0,1.4
2024-03-18 02:00:00+00:00,59.8,30.9,136.0,3.1,35.0,1.1
2024-03-18 03:00:00+00:00,52.6,29.5,136.0,3.1,33.0,0.9
2024-03-18 04:00:00+00:00,49.0,28.5,139.0,3.5,33.0,0.9
2024-03-18 05:00:00+00:00,53.4,28.8,144.0,4.1,34.0,1.1
2024-03-18 06:00:00+00:00,77.5,31.3,147.0,4.2,40.0,1.5
2024-03-18 07:00:00+00:00,108.3,35.2,147.0,3.2,54.0,2.3
2024-03-18 08:00:00+00:00,138.3,39.0,146.0,1.6,73.0,3.4
2024-03-18 09:00:00+00:00,199.3,43.0,145.0,0.5,87.0,4.7
2024-03-18 10:00:00+00:00,244.9,45.8,146.0,0.1,92.0,6.5
2024-03-18 11:00:00+00:00,288.7,48.2,148.0,0.1,92.0,8.6
2024-03-18 12:00:00+00:00,328.8,51.8,158.0,0.5,93.0,10.3
2024-03-18 13:00:00+00:00,387.4,52.6,159.0,1.2,90.0,10.1
2024-03-18 14:00:00+00:00,397.7,52.5,161.0,2.3,86.0,9.7
2024-03-18 15:00:00+00:00,327.8,50.2,162.0,3.0,82.0,9.3
2024-03-18 16:00:00+00:00,317.6,50.4,161.0,3.2,78.0,8.7
2024-03-18 17:00:00+00:00,327.8,52.2,159.0,3.1,74.0,8.0
2024-03-18 18:00:00+00:00,348.3,55.2,157.0,2.8,71.0,7.4
2024-03-18 19:00:00+00:00,321.3,54.4,154.0,2.4,71.0,7.0
2024-03-18 20:00:00+00:00,300.8,53.0,152.0,1.8,73.0,6.8
2024-03-18 21:00:00+00:00,273.8,50.6,149.0,1.4,74.0,6.5
2024-03-18 22:00:00+00:00,265.4,49.4,147.0,1.1,74.0,6.2
2024-03-18 23:00:00+00:00,280.3,49.8,145.0,1.0,74.0,5.8
2024-03-19 00:00:00+00:00,136.9,34.6,144.0,1.5,71.0,7.6
2024-03-19 01:00:00+00:00,128.5,32.9,143.0,1.5,72.0,7.5
2024-03-19 02:00:00+00:00,119.2,31.5,142.0,1.6,73.0,7.2
2024-03-19 03:00:00+00:00,115.9,31.0,142.0,1.8,74.0,7.0
2024-03-19 04:00:00+00:00,109.4,30.0,144.0,2.4,74.0,6.9
2024-03-19 05:00:00+00:00,109.2,29.2,148.0,3.1,75.0,6.7
2024-03-19 06:00:00+00:00,125.7,28.8,150.0,3.3,75.0,6.2
2024-03-19 07:00:00+00:00,132.2,27.6,149.0,2.6,77.0,4.9
2024-03-19 08:00:00+00:00,139.7,26.7,146.0,1.5,79.0,3.3
2024-03-19 09:00:00+00:00,186.3,28.6,145.0,0.8,79.0,2.1
2024-03-19 10:00:00+00:00,246.8,33.5,146.0,1.0,76.0,1.5
2024-03-19 11:00:00+00:00,256.1,35.6,147.0,1.6,71.0,1.3
2024-03-19 12:00:00+00:00,142.5,31.8,143.0,2.3,75.0,3.6
2024-03-19 13:00:00+00:00,117.6,30.5,148.0,4.4,69.0,4.3
2024-03-19 14:00:00+00:00,132.2,31.2,154.0,7.2,61.0,5.3
2024-03-19 15:00:00+00:00,140.6,30.9,159.0,9.4,54.0,5.9
2024-03-19 16:00:00+00:00,151.8,31.0,161.0,10.3,49.0,5.9
2024-03-19 17:00:00+00:00,166.7,31.2,161.0,10.5,46.0,5.6
2024-03-19 18:00:00+00:00,181.1,31.9,161.0,10.3,44.0,5.2
2024-03-19 19:00:00+00:00,197.9,33.5,160.0,9.8,44.0,4.8
2024-03-19 20:00:00+00:00,211.9,35.2,158.0,9.0,45.0,4.4
2024-03-19 21:00:00+00:00,229.6,37.5,155.0,8.1,44.0,4.0
2024-03-19 22:00:00+00:00,203.0,36.7,151.0,6.9,41.0,3.1
2024-03-19 23:00:00+00:00,167.6,34.2,145.0,5.7,36.0,2.2
2024-03-20 00:00:00+00:00,167.2,36.3,140.0,5.2,29.0,2.2
2024-03-20 01:00:00+00:00,200.7,42.7,145.0,7.8,32.0,9.1
2024-03-20 02:00:00+00:00,202.1,49.0,152.0,11.2,36.0,18.6
2024-03-20 03:00:00+00:00,213.7,53.8,157.0,13.4,41.0,25.8
2024-03-20 04:00:00+00:00,233.3,55.5,159.0,13.3,48.0,28.9
2024-03-20 05:00:00+00:00,269.2,55.3,159.0,12.0,55.0,29.6
2024-03-20 06:00:00+00:00,340.9,55.6,158.0,10.1,64.0,28.1
2024-03-20 07:00:00+00:00,405.1,57.0,156.0,7.6,75.0,23.0
2024-03-20 08:00:00+00:00,493.6,61.7,154.0,4.7,87.0,15.7
2024-03-20 09:00:00+00:00,573.7,66.6,152.0,2.4,95.0,9.8
2024-03-20 10:00:00+00:00,618.4,69.8,150.0,1.4,98.0,7.0
2024-03-20 11:00:00+00:00,622.1,70.1,148.0,1.0,98.0,5.7
2024-03-20 12:00:00+00:00,545.8,62.4,159.0,0.9,98.0,4.3
2024-03-20 13:00:00+00:00,549.5,61.2,160.0,1.4,94.0,4.1
2024-03-20 14:00:00+00:00,568.1,62.4,160.0,2.1,88.0,3.8
2024-03-20 15:00:00+00:00,612.8,67.3,161.0,2.5,84.0,3.5
2024-03-20 16:00:00+00:00,633.3,74.7,161.0,2.5,83.0,3.4
2024-03-20 17:00:00+00:00,707.8,82.2,161.0,2.3,83.0,3.3
2024-03-20 18:00:00+00:00,739.5,87.1,160.0,2.1,84.0,3.3
2024-03-20 19:00:00+00:00,691.0,85.9,159.0,1.9,85.0,3.5
2024-03-20 20:00:00+00:00,599.8,80.6,159.0,1.6,87.0,3.7
2024-03-20 21:00:00+00:00,501.1,73.6,158.0,1.5,88.0,4.0
2024-03-20 22:00:00+00:00,410.7,65.7,157.0,1.5,86.0,4.2
2024-03-20 23:00:00+00:00,318.5,56.6,157.0,1.5,83.0,4.4
2024-03-21 00:00:00+00:00,278.5,53.4,157.0,1.4,84.0,5.0
2024-03-21 01:00:00+00:00,234.2,46.9,157.0,1.7,81.0,5.2
2024-03-21 02:00:00+00:00,182.1,40.2,156.0,2.1,77.0,5.4
2024-03-21 03:00:00+00:00,146.7,34.1,156.0,2.4,77.0,5.6
2024-03-21 04:00:00+00:00,118.5,28.9,157.0,2.4,82.0,6.0
2024-03-21 05:00:00+00:00,152.7,24.7,158.0,2.3,91.0,6.3
2024-03-21 06:00:00+00:00,213.3,24.4,158.0,2.0,99.0,6.3
2024-03-21 07:00:00+00:00,275.7,26.0,156.0,1.6,106.0,5.5
2024-03-21 08:00:00+00:00,312.9,27.2,153.0,1.0,112.0,4.2
2024-03-21 09:00:00+00:00,320.4,27.5,151.0,0.6,116.0,3.2
2024-03-21 10:00:00+00:00,308.3,27.1,150.0,0.4,116.0,2.7
2024-03-21 11:00:00+00:00,299.9,27.0,149.0,0.3,114.0,2.4
2024-03-21 12:00:00+00:00,253.3,23.9,154.0,0.4,112.0,2.1
2024-03-21 13:00:00+00:00,272.9,25.7,155.0,0.6,110.0,2.2
2024-03-21 14:00:00+00:00,285.9,27.6,155.0,0.9,107.0,2.5
2024-03-21 15:00:00+00:00,274.7,28.6,156.0,1.3,103.0,2.6
2024-03-21 16:00:00+00:00,212.3,28.3,157.0,2.0,96.0,2.6
2024-03-21 17:00:00+00:00,189.5,27.6,158.0,2.8,88.0,2.5
2024-03-21 18:00:00+00:00,216.5,29.5,158.0,3.2,83.0,2.6
2024-03-21 19:00:00+00:00,217.0,30.4,157.0,2.9,83.0,3.0
2024-03-21 20:00:00+00:00,173.7,27.9,155.0,2.3,87.0,3.5
2024-03-21 21:00:00+00:00,153.2,25.8,154.0,1.8,91.0,4.4
2024-03-21 22:00:00+00:00,130.4,24.0,153.0,1.5,95.0,5.8
2024-03-21 23:00:00+00:00,96.4,21.8,152.0,1.4,100.0,7.5
2024-03-22 00:00:00+00:00,107.6,22.5,152.0,1.1,107.0,11.1
2024-03-22 01:00:00+00:00,93.1,22.2,153.0,1.2,107.0,12.2
2024-03-22 02:00:00+00:00,89.6,22.8,153.0,1.3,107.0,13.7
2024-03-22 03:00:00+00:00,63.6,21.4,155.0,1.4,110.0,15.1
2024-03-22 04:00:00+00:00,59.8,21.2,158.0,1.5,120.0,16.6
2024-03-22 05:00:00+00:00,79.9,23.3,162.0,1.6,132.0,17.9
2024-03-22 06:00:00+00:00,168.1,30.9,164.0,1.6,141.0,18.1
2024-03-22 07:00:00+00:00,295.2,41.2,164.0,1.3,143.0,16.4
2024-03-22 08:00:00+00:00,393.0,49.2,164.0,0.8,141.0,13.5
2024-03-22 09:00:00+00:00,465.7,54.4,162.0,0.4,137.0,10.8
2024-03-22 10:00:00+00:00,516.0,57.2,159.0,0.3,129.0,8.5
2024-03-22 11:00:00+00:00,555.1,58.3,156.0,0.4,119.0,6.4
2024-03-22 12:00:00+00:00,666.8,63.3,153.0,0.4,108.0,5.0
2024-03-22 13:00:00+00:00,663.1,62.4,151.0,0.7,104.0,4.3
2024-03-22 14:00:00+00:00,665.0,62.4,148.0,1.2,98.0,3.2
2024-03-22 15:00:00+00:00,681.7,66.1,146.0,1.6,92.0,2.4
2024-03-22 16:00:00+00:00,638.9,67.5,145.0,1.7,87.0,1.9
2024-03-22 17:00:00+00:00,551.3,64.5,145.0,1.6,83.0,1.6
2024-03-22 18:00:00+00:00,430.3,59.4,145.0,1.9,78.0,1.4
2024-03-22 19:00:00+00:00,323.2,54.2,146.0,2.9,72.0,1.3
2024-03-22 20:00:00+00:00,256.1,51.3,148.0,4.1,66.0,1.3
2024-03-22 21:00:00+00:00,215.6,49.2,149.0,5.0,61.0,1.4
2024-03-22 22:00:00+00:00,190.0,47.4,148.0,4.9,57.0,1.5
2024-03-22 23:00:00+00:00,176.0,45.8,146.0,4.4,54.0,1.7
2024-03-23 00:00:00+00:00,216.5,61.5,147.0,5.9,47.0,3.3
2024-03-23 01:00:00+00:00,225.8,64.7,148.0,6.9,42.0,4.9
2024-03-23 02:00:00+00:00,233.3,71.2,150.0,8.3,36.0,7.3
2024-03-23 03:00:00+00:00,249.6,77.8,153.0,9.0,34.0,10.1
2024-03-23 04:00:00+00:00,272.9,83.8,159.0,8.5,39.0,14.4
2024-03-23 05:00:00+00:00,379.0,90.6,166.0,7.3,48.0,19.1
2024-03-23 06:00:00+00:00,373.5,79.4,168.0,5.9,58.0,20.5
2024-03-23 07:00:00+00:00,305.5,58.9,161.0,4.1,69.0,15.8
2024-03-23 08:00:00+00:00,253.3,43.1,148.0,2.1,80.0,7.8
2024-03-23 09:00:00+00:00,228.2,33.9,139.0,0.6,88.0,1.8
2024-03-23 10:00:00+00:00,211.9,32.0,136.0,0.1,90.0,0.0
2024-03-23 11:00:00+00:00,236.6,32.2,137.0,0.2,87.0,0.2
2024-03-23 12:00:00+00:00,320.4,34.3,141.0,0.4,83.0,0.5
2024-03-23 13:00:00+00:00,306.4,32.7,144.0,0.7,78.0,0.3
2024-03-23 14:00:00+00:00,421.9,37.1,148.0,1.1,72.0,0.2
2024-03-23 15:00:00+00:00,444.2,41.3,151.0,1.7,67.0,0.6
2024-03-23 16:00:00+00:00,488.0,49.1,151.0,2.7,64.0,2.1
2024-03-23 17:00:00+00:00,728.3,70.1,150.0,3.9,63.0,4.1
2024-03-23 18:00:00+00:00,622.1,68.5,149.0,4.7,62.0,5.6
2024-03-23 19:00:00+00:00,373.5,56.1,149.0,4.9,61.0,6.1
2024-03-23 20:00:00+00:00,471.2,67.8,149.0,4.6,59.0,6.2
2024-03-23 21:00:00+00:00,364.1,59.4,148.0,4.3,58.0,6.0
2024-03-23 22:00:00+00:00,280.3,54.2,147.0,3.9,56.0,5.7
2024-03-23 23:00:00+00:00,227.2,49.6,145.0,3.4,53.0,5.1
2024-03-24 00:00:00+00:00,187.2,43.9,147.0,1.2,52.0,0.8
2024-03-24 01:00:00+00:00,165.8,39.6,147.0,1.4,53.0,0.8
2024-03-24 02:00:00+00:00,158.3,37.7,148.0,1.7,53.0,0.9
2024-03-24 03:00:00+00:00,170.0,37.7,149.0,1.8,56.0,0.9
2024-03-24 04:00:00+00:00,157.4,35.7,153.0,1.7,62.0,0.9
2024-03-24 05:00:00+00:00,151.3,33.5,157.0,1.5,69.0,0.8
2024-03-24 06:00:00+00:00,142.0,31.1,157.0,1.2,74.0,0.7
2024-03-24 07:00:00+00:00,163.4,28.8,150.0,0.9,74.0,0.6
2024-03-24 08:00:00+00:00,263.6,28.9,139.0,0.7,72.0,0.4
2024-03-24 09:00:00+00:00,402.3,34.1,130.0,0.5,70.0,0.3
2024-03-24 10:00:00+00:00,512.2,41.4,124.0,0.5,69.0,0.3
2024-03-24 11:00:00+00:00,519.7,45.4,121.0,0.7,67.0,0.4
2024-03-24 12:00:00+00:00,901.5,77.5,117.0,0.8,68.0,0.4
2024-03-24 13:00:00+00:00,925.7,79.4,127.0,0.9,71.0,0.4
2024-03-24 14:00:00+00:00,646.3,61.9,142.0,1.1,75.0,0.4
2024-03-24 15:00:00+00:00,681.7,60.3,153.0,1.2,78.0,0.4
2024-03-24 16:00:00+00:00,570.0,51.7,158.0,1.2,78.0,0.4
2024-03-24 17:00:00+00:00,497.3,49.8,161.0,1.1,77.0,0.4
2024-03-24 18:00:00+00:00,497.3,56.0,161.0,1.1,75.0,0.4
2024-03-24 19:00:00+00:00,388.4,55.6,160.0,1.3,71.0,0.3
2024-03-24 20:00:00+00:00,361.4,64.3,157.0,1.5,66.0,0.1
2024-03-24 21:00:00+00:00,354.8,75.2,153.0,1.6,63.0,0.5
2024-03-24 22:00:00+00:00,384.6,84.3,148.0,1.5,65.0,1.9
2024-03-24 23:00:00+00:00,508.5,100.6,142.0,1.4,69.0,3.8
2024-03-25 00:00:00+00:00,1132.5,188.1,135.0,0.7,90.0,8.0
2024-03-25 01:00:00+00:00,1192.1,193.7,136.0,0.6,92.0,6.1
2024-03-25 02:00:00+00:00,1028.2,178.3,137.0,0.5,94.0,3.6
2024-03-25 03:00:00+00:00,886.6,164.4,139.0,0.4,96.0,1.8
2024-03-25 04:00:00+00:00,827.0,155.1,143.0,0.4,97.0,1.6
2024-03-25 05:00:00+00:00,799.1,142.5,148.0,0.5,98.0,2.1
2024-03-25 06:00:00+00:00,815.8,126.7,151.0,0.5,101.0,2.5
2024-03-25 07:00:00+00:00,774.9,101.7,151.0,0.4,107.0,2.3
2024-03-25 08:00:00+00:00,711.5,79.9,149.0,0.3,114.0,1.9
2024-03-25 09:00:00+00:00,661.2,70.3,148.0,0.2,119.0,1.5
2024-03-25 10:00:00+00:00,640.7,68.0,148.0,0.2,120.0,1.3
2024-03-25 11:00:00+00:00,633.3,66.1,147.0,0.2,119.0,1.2
2024-03-25 12:00:00+00:00,586.7,59.8,142.0,0.3,114.0,1.1
2024-03-25 13:00:00+00:00,542.0,55.5,141.0,0.3,115.0,0.7
2024-03-25 14:00:00+00:00,499.2,52.4,140.0,0.3,117.0,0.4
2024-03-25 15:00:00+00:00,442.4,49.2,140.0,0.9,116.0,1.1
2024-03-25 16:00:00+00:00,361.4,48.8,142.0,2.2,111.0,3.2
2024-03-25 17:00:00+00:00,374.4,50.5,145.0,4.1,103.0,6.4
2024-03-25 18:00:00+00:00,369.7,53.0,150.0,6.3,94.0,11.0
2024-03-25 19:00:00+00:00,329.7,53.2,157.0,9.4,84.0,18.8
2024-03-25 20:00:00+00:00,272.9,51.8,165.0,12.8,73.0,27.9
2024-03-25 21:00:00+00:00,236.1,50.5,171.0,14.9,65.0,33.7
2024-03-25 22:00:00+00:00,234.7,51.0,174.0,14.8,61.0,33.5
2024-03-25 23:00:00+00:00,254.3,51.2,175.0,13.4,59.0,29.8
2024-03-26 00:00:00+00:00,311.1,49.6,166.0,8.1,67.0,18.5
2024-03-26 01:00:00+00:00,286.8,46.2,164.0,7.1,68.0,15.7
2024-03-26 02:00:00+00:00,261.7,43.7,161.0,5.7,69.0,11.9
2024-03-26 03:00:00+00:00,248.7,41.9,158.0,4.4,72.0,8.8
2024-03-26 04:00:00+00:00,251.5,40.9,157.0,3.4,79.0,7.3
2024-03-26 05:00:00+00:00,322.2,40.6,157.0,2.5,87.0,6.5
2024-03-26 06:00:00+00:00,345.5,38.5,156.0,1.8,96.0,5.8
2024-03-26 07:00:00+00:00,348.3,34.8,153.0,1.2,104.0,4.8
2024-03-26 08:00:00+00:00,331.6,31.8,149.0,0.8,112.0,3.9
2024-03-26 09:00:00+00:00,310.1,30.9,146.0,0.6,119.0,3.5
2024-03-26 10:00:00+00:00,297.1,30.6,144.0,0.4,124.0,3.6
2024-03-26 11:00:00+00:00,294.3,30.9,142.0,0.4,128.0,4.2
2024-03-26 12:00:00+00:00,267.3,27.1,151.0,1.0,129.0,5.2
2024-03-26 13:00:00+00:00,257.0,26.8,152.0,2.0,128.0,6.5
2024-03-26 14:00:00+00:00,250.5,26.4,154.0,3.3,125.0,8.3
2024-03-26 15:00:00+00:00,237.5,25.7,156.0,4.7,120.0,10.0
2024-03-26 16:00:00+00:00,184.4,24.6,158.0,6.1,110.0,11.5
2024-03-26 17:00:00+00:00,156.9,22.8,160.0,7.5,97.0,12.9
2024-03-26 18:00:00+00:00,145.8,21.9,162.0,8.6,86.0,13.8
2024-03-26 19:00:00+00:00,137.4,21.2,163.0,9.3,78.0,14.2
2024-03-26 20:00:00+00:00,132.2,21.1,164.0,9.5,72.0,14.2
2024-03-26 21:00:00+00:00,127.6,21.5,163.0,9.2,67.0,13.4
2024-03-26 22:00:00+00:00,120.1,22.1,160.0,7.7,65.0,11.2
2024-03-26 23:00:00+00:00,111.3,22.4,156.0,5.7,65.0,8.2
2024-03-27 00:00:00+00:00,97.1,19.6,156.0,6.2,63.0,10.0
2024-03-27 01:00:00+00:00,113.2,20.7,155.0,5.9,63.0,8.8
2024-03-27 02:00:00+00:00,127.6,21.7,153.0,5.5,64.0,7.0
2024-03-27 03:00:00+00:00,139.7,22.3,152.0,4.8,68.0,5.6
2024-03-27 04:00:00+00:00,141.6,22.6,153.0,3.7,77.0,4.7
2024-03-27 05:00:00+00:00,206.8,26.0,154.0,2.4,89.0,4.2
2024-03-27 06:00:00+00:00,251.5,27.8,155.0,1.4,100.0,3.8
2024-03-27 07:00:00+00:00,286.8,29.5,154.0,0.9,107.0,3.7
2024-03-27 08:00:00+00:00,285.0,29.5,153.0,0.6,113.0,3.8
2024-03-27 09:00:00+00:00,258.9,28.1,151.0,0.4,117.0,3.8
2024-03-27 10:00:00+00:00,238.0,26.8,150.0,0.2,119.0,3.6
2024-03-27 11:00:00+00:00,228.2,26.1,148.0,0.2,119.0,3.3
2024-03-27 12:00:00+00:00,204.9,24.6,146.0,0.3,116.0,3.2
2024-03-27 13:00:00+00:00,194.2,23.5,145.0,0.4,117.0,3.1
2024-03-27 14:00:00+00:00,180.2,22.3,144.0,0.6,119.0,3.1
2024-03-27 15:00:00+00:00,164.4,21.1,145.0,1.3,118.0,4.0
2024-03-27 16:00:00+00:00,119.0,19.5,148.0,2.9,112.0,5.9
2024-03-27 17:00:00+00:00,92.7,18.0,152.0,5.0,104.0,8.7
2024-03-27 18:00:00+00:00,78.5,17.0,157.0,7.2,95.0,12.6
2024-03-27 19:00:00+00:00,69.4,16.4,163.0,9.6,87.0,18.7
2024-03-27 20:00:00+00:00,65.2,16.1,170.0,12.2,78.0,26.0
