id_camera,data_hora,qtd_pessoas,fk_upa
2325,"2025-04-26 22:44:36",122,9
2326,"2025-04-26 22:49:36",121,9
2327,"2025-04-26 22:54:36",121,9
2328,"2025-04-26 22:59:36",121,9
2329,"2025-04-26 23:04:36",121,9
2330,"2025-04-26 23:09:36",120,9
2331,"2025-04-26 23:14:36",119,9
2332,"2025-04-26 23:19:36",118,9
2333,"2025-04-26 23:24:36",120,9
2334,"2025-04-26 23:29:36",120,9
2335,"2025-04-26 23:34:36",120,9
2336,"2025-04-26 23:39:36",NULL,9
2337,"2025-04-26 23:44:36",128,9
2338,"2025-04-26 23:49:36",NULL,9
2339,"2025-04-26 23:54:36",NULL,9
2340,"2025-04-26 23:59:36",120,9
2341,"2025-04-27 00:04:36",119,9
2342,"2025-04-27 00:09:36",122,9
2343,"2025-04-27 00:14:36",124,9
2344,"2025-04-27 00:19:36",121,9
2345,"2025-04-27 00:24:36",120,9
2346,"2025-04-27 00:29:36",122,9
2347,"2025-04-27 00:34:36",117,9
2348,"2025-04-27 00:39:36",118,9
2349,"2025-04-27 00:44:36",119,9
2350,"2025-04-27 00:49:36",119,9
2351,"2025-04-27 00:54:36",116,9
2352,"2025-04-27 00:59:36",114,9
2353,"2025-04-27 01:04:36",111,9
2354,"2025-04-27 01:09:36",110,9
2355,"2025-04-27 01:14:36",NULL,9
2356,"2025-04-27 01:19:36",NULL,9
2357,"2025-04-27 01:24:36",110,9
2358,"2025-04-27 01:29:36",114,9
2359,"2025-04-27 01:34:36",112,9
2360,"2025-04-27 01:39:36",110,9
2361,"2025-04-27 01:44:36",112,9
2362,"2025-04-27 01:49:36",114,9
2363,"2025-04-27 01:54:36",113,9
2364,"2025-04-27 01:59:36",114,9
2365,"2025-04-27 02:04:36",112,9
2366,"2025-04-27 02:09:36",110,9
2367,"2025-04-27 02:14:36",114,9
2368,"2025-04-27 02:19:36",114,9
2369,"2025-04-27 02:24:36",113,9
2370,"2025-04-27 02:29:36",112,9
2371,"2025-04-27 02:34:36",113,9
2372,"2025-04-27 02:39:36",109,9
2373,"2025-04-27 02:44:36",113,9
2374,"2025-04-27 02:49:36",111,9
2375,"2025-04-27 02:54:36",111,9
2376,"2025-04-27 02:59:36",109,9
2377,"2025-04-27 03:04:36",109,9
2378,"2025-04-27 03:09:36",113,9
2379,"2025-04-27 03:14:36",117,9
2380,"2025-04-27 03:19:36",113,9
2381,"2025-04-27 03:24:36",112,9
2382,"2025-04-27 03:29:36",110,9
2383,"2025-04-27 03:34:36",108,9
2384,"2025-04-27 03:39:36",108,9
2385,"2025-04-27 03:44:36",108,9
2386,"2025-04-27 03:49:36",112,9
2387,"2025-04-27 03:54:36",107,9
2388,"2025-04-27 03:59:36",106,9
2389,"2025-04-27 04:04:36",109,9
2390,"2025-04-27 04:09:36",105,9
2391,"2025-04-27 04:14:36",109,9
2392,"2025-04-27 04:19:36",112,9
2393,"2025-04-27 04:24:36",109,9
2394,"2025-04-27 04:29:36",108,9
2395,"2025-04-27 04:34:36",107,9
2396,"2025-04-27 04:39:36",106,9
2397,"2025-04-27 04:44:36",103,9
2398,"2025-04-27 04:49:36",106,9
2399,"2025-04-27 04:54:36",103,9
2400,"2025-04-27 04:59:36",101,9
2401,"2025-04-27 05:04:36",102,9
2402,"2025-04-27 05:09:36",102,9
2403,"2025-04-27 05:14:36",104,9
2404,"2025-04-27 05:19:36",99,9
2405,"2025-04-27 05:24:36",96,9
2406,"2025-04-27 05:29:36",94,9
2407,"2025-04-27 05:34:36",95,9
2408,"2025-04-27 05:39:36",92,9
2409,"2025-04-27 05:44:36",94,9
2410,"2025-04-27 05:49:36",92,9
2411,"2025-04-27 05:54:36",93,9
2412,"2025-04-27 05:59:36",96,9
2413,"2025-04-27 06:04:36",96,9
2414,"2025-04-27 06:09:36",98,9
2415,"2025-04-27 06:14:36",98,9
2416,"2025-04-27 06:19:36",97,9
2417,"2025-04-27 06:24:36",92,9
2418,"2025-04-27 06:29:36",89,9
2419,"2025-04-27 06:34:36",91,9
2420,"2025-04-27 06:39:36",NULL,9
2421,"2025-04-27 06:44:36",90,9
2422,"2025-04-27 06:49:36",92,9
2423,"2025-04-27 06:54:36",93,9
2424,"2025-04-27 06:59:36",93,9
2425,"2025-04-27 07:04:36",89,9
2426,"2025-04-27 07:09:36",87,9
2427,"2025-04-27 07:14:36",89,9
2428,"2025-04-27 07:19:36",86,9
2429,"2025-04-27 07:24:36",84,9
2430,"2025-04-27 07:29:36",85,9
2431,"2025-04-27 07:34:36",88,9
2432,"2025-04-27 07:39:36",89,9
2433,"2025-04-27 07:44:36",87,9
2434,"2025-04-27 07:49:36",84,9
2435,"2025-04-27 07:54:36",85,9
2436,"2025-04-27 07:59:36",83,9
2437,"2025-04-27 08:04:36",82,9
2438,"2025-04-27 08:09:36",82,9
2439,"2025-04-27 08:14:36",83,9
2440,"2025-04-27 08:19:36",80,9
2441,"2025-04-27 08:24:36",80,9
2442,"2025-04-27 08:29:36",NULL,9
2443,"2025-04-27 08:34:36",NULL,9
2444,"2025-04-27 08:39:36",80,9
2445,"2025-04-27 08:44:36",80,9
2446,"2025-04-27 08:49:36",81,9
2447,"2025-04-27 08:54:36",85,9
2448,"2025-04-27 08:59:36",82,9
2449,"2025-04-27 09:04:36",79,9
2450,"2025-04-27 09:09:36",79,9
2451,"2025-04-27 09:14:36",79,9
2452,"2025-04-27 09:19:36",83,9
2453,"2025-04-27 09:24:36",85,9
2454,"2025-04-27 09:29:36",85,9
2455,"2025-04-27 09:34:36",NULL,9
2456,"2025-04-27 09:39:36",88,9
2457,"2025-04-27 09:44:36",84,9
2458,"2025-04-27 09:49:36",NULL,9
2459,"2025-04-27 09:54:36",83,9
2460,"2025-04-27 09:59:36",82,9
2461,"2025-04-27 10:04:36",81,9
2462,"2025-04-27 10:09:36",83,9
2463,"2025-04-27 10:14:36",81,9
2464,"2025-04-27 10:19:36",83,9
2465,"2025-04-27 10:24:36",82,9
2466,"2025-04-27 10:29:36",77,9
2467,"2025-04-27 10:34:36",80,9
2468,"2025-04-27 10:39:36",78,9
2469,"2025-04-27 10:44:36",79,9
2470,"2025-04-27 10:49:36",76,9
2471,"2025-04-27 10:54:36",NULL,9
2472,"2025-04-27 10:59:36",77,9
2473,"2025-04-27 11:04:36",76,9
2474,"2025-04-27 11:09:36",76,9
2475,"2025-04-27 11:14:36",77,9
2476,"2025-04-27 11:19:36",74,9
2477,"2025-04-27 11:24:36",76,9
2478,"2025-04-27 11:29:36",76,9
2479,"2025-04-27 11:34:36",74,9
2480,"2025-04-27 11:39:36",74,9
2481,"2025-04-27 11:44:36",76,9
2482,"2025-04-27 11:49:36",78,9
2483,"2025-04-27 11:54:36",74,9
2484,"2025-04-27 11:59:36",71,9
2485,"2025-04-27 12:04:36",73,9
2486,"2025-04-27 12:09:36",77,9
2487,"2025-04-27 12:14:36",76,9
2488,"2025-04-27 12:19:36",76,9
2489,"2025-04-27 12:24:36",74,9
2490,"2025-04-27 12:29:36",71,9
2491,"2025-04-27 12:34:36",68,9
2492,"2025-04-27 12:39:36",70,9
2493,"2025-04-27 12:44:36",72,9
2494,"2025-04-27 12:49:36",71,9
2495,"2025-04-27 12:54:36",72,9
2496,"2025-04-27 12:59:36",76,9
2497,"2025-04-27 13:04:36",76,9
2498,"2025-04-27 13:09:36",79,9
2499,"2025-04-27 13:14:36",80,9
2500,"2025-04-27 13:19:36",80,9
2501,"2025-04-27 13:24:36",82,9
2502,"2025-04-27 13:29:36",84,9
2503,"2025-04-27 13:34:36",83,9
2504,"2025-04-27 13:39:36",85,9
2505,"2025-04-27 13:44:36",87,9
2506,"2025-04-27 13:49:36",86,9
2507,"2025-04-27 13:54:36",86,9
2508,"2025-04-27 13:59:36",85,9
2509,"2025-04-27 14:04:36",86,9
2510,"2025-04-27 14:09:36",85,9
2511,"2025-04-27 14:14:36",86,9
2512,"2025-04-27 14:19:36",89,9
2513,"2025-04-27 14:24:36",87,9
2514,"2025-04-27 14:29:36",90,9
2515,"2025-04-27 14:34:36",87,9
2516,"2025-04-27 14:39:36",89,9
2517,"2025-04-27 14:44:36",88,9
2518,"2025-04-27 14:49:36",90,9
2519,"2025-04-27 14:54:36",88,9
2520,"2025-04-27 14:59:36",89,9
2521,"2025-04-27 15:04:36",NULL,9
2522,"2025-04-27 15:09:36",NULL,9
2523,"2025-04-27 15:14:36",91,9
2524,"2025-04-27 15:19:36",92,9
2525,"2025-04-27 15:24:36",88,9
2526,"2025-04-27 15:29:36",90,9
2527,"2025-04-27 15:34:36",88,9
2528,"2025-04-27 15:39:36",88,9
2529,"2025-04-27 15:44:36",86,9
2530,"2025-04-27 15:49:36",NULL,9
2531,"2025-04-27 15:54:36",81,9
2532,"2025-04-27 15:59:36",79,9
2533,"2025-04-27 16:04:36",82,9
2534,"2025-04-27 16:09:36",85,9
2535,"2025-04-27 16:14:36",80,9
2536,"2025-04-27 16:19:36",83,9
2537,"2025-04-27 16:24:36",82,9
2538,"2025-04-27 16:29:36",83,9
2539,"2025-04-27 16:34:36",84,9
2540,"2025-04-27 16:39:36",81,9
2541,"2025-04-27 16:44:36",84,9
2542,"2025-04-27 16:49:36",85,9
2543,"2025-04-27 16:54:36",85,9
2544,"2025-04-27 16:59:36",82,9
2545,"2025-04-27 17:04:36",81,9
2546,"2025-04-27 17:09:36",79,9
2547,"2025-04-27 17:14:36",81,9
2548,"2025-04-27 17:19:36",81,9
2549,"2025-04-27 17:24:36",82,9
2550,"2025-04-27 17:29:36",81,9
2551,"2025-04-27 17:34:36",79,9
2552,"2025-04-27 17:39:36",82,9
2553,"2025-04-27 17:44:36",82,9
2554,"2025-04-27 17:49:36",83,9
2555,"2025-04-27 17:54:36",81,9
2556,"2025-04-27 17:59:36",81,9
2557,"2025-04-27 18:04:36",79,9
2558,"2025-04-27 18:09:36",78,9
2559,"2025-04-27 18:14:36",79,9
2560,"2025-04-27 18:19:36",78,9
2561,"2025-04-27 18:24:36",76,9
2562,"2025-04-27 18:29:36",80,9
2563,"2025-04-27 18:34:36",NULL,9
2564,"2025-04-27 18:39:36",NULL,9
2565,"2025-04-27 18:44:36",77,9
2566,"2025-04-27 18:49:36",78,9
2567,"2025-04-27 18:54:36",78,9
2568,"2025-04-27 18:59:36",77,9
2569,"2025-04-27 19:04:36",NULL,9
2570,"2025-04-27 19:09:36",78,9
2571,"2025-04-27 19:14:36",79,9
2572,"2025-04-27 19:19:36",80,9
2573,"2025-04-27 19:24:36",81,9
2574,"2025-04-27 19:29:36",83,9
2575,"2025-04-27 19:34:36",84,9
2576,"2025-04-27 19:39:36",80,9
2577,"2025-04-27 19:44:36",80,9
2578,"2025-04-27 19:49:36",82,9
2579,"2025-04-27 19:54:36",80,9
2580,"2025-04-27 19:59:36",77,9
2581,"2025-04-27 20:04:36",81,9
2582,"2025-04-27 20:09:36",78,9
2583,"2025-04-27 20:14:36",79,9
2584,"2025-04-27 20:19:36",77,9
2585,"2025-04-27 20:24:36",78,9
2586,"2025-04-27 20:29:36",76,9
2587,"2025-04-27 20:34:36",77,9
2588,"2025-04-27 20:39:36",77,9
2589,"2025-04-27 20:44:36",78,9
2590,"2025-04-27 20:49:36",79,9
2591,"2025-04-27 20:54:36",80,9
2592,"2025-04-27 20:59:36",78,9
2593,"2025-04-26 21:04:36",83,10
2594,"2025-04-26 21:09:36",82,10
2595,"2025-04-26 21:14:36",83,10
2596,"2025-04-26 21:19:36",83,10
2597,"2025-04-26 21:24:36",88,10
2598,"2025-04-26 21:29:36",88,10
2599,"2025-04-26 21:34:36",88,10
2600,"2025-04-26 21:39:36",85,10
2601,"2025-04-26 21:44:36",88,10
2602,"2025-04-26 21:49:36",84,10
2603,"2025-04-26 21:54:36",88,10
2604,"2025-04-26 21:59:36",85,10
2605,"2025-04-26 22:04:36",87,10
2606,"2025-04-26 22:09:36",84,10
2607,"2025-04-26 22:14:36",83,10
2608,"2025-04-26 22:19:36",84,10
2609,"2025-04-26 22:24:36",84,10
2610,"2025-04-26 22:29:36",83,10
2611,"2025-04-26 22:34:36",87,10
2612,"2025-04-26 22:39:36",85,10
2613,"2025-04-26 22:44:36",85,10
2614,"2025-04-26 22:49:36",89,10
2615,"2025-04-26 22:54:36",84,10
2616,"2025-04-26 22:59:36",82,10
2617,"2025-04-26 23:04:36",85,10
2618,"2025-04-26 23:09:36",86,10
2619,"2025-04-26 23:14:36",84,10
2620,"2025-04-26 23:19:36",83,10
2621,"2025-04-26 23:24:36",88,10
2622,"2025-04-26 23:29:36",88,10
2623,"2025-04-26 23:34:36",85,10
2624,"2025-04-26 23:39:36",88,10
2625,"2025-04-26 23:44:36",87,10
2626,"2025-04-26 23:49:36",90,10
2627,"2025-04-26 23:54:36",86,10
2628,"2025-04-26 23:59:36",88,10
2629,"2025-04-27 00:04:36",91,10
2630,"2025-04-27 00:09:36",92,10
2631,"2025-04-27 00:14:36",90,10
2632,"2025-04-27 00:19:36",88,10
2633,"2025-04-27 00:24:36",90,10
2634,"2025-04-27 00:29:36",92,10
2635,"2025-04-27 00:34:36",94,10
2636,"2025-04-27 00:39:36",95,10
2637,"2025-04-27 00:44:36",95,10
2638,"2025-04-27 00:49:36",95,10
2639,"2025-04-27 00:54:36",95,10
2640,"2025-04-27 00:59:36",97,10
2641,"2025-04-27 01:04:36",95,10
2642,"2025-04-27 01:09:36",96,10
2643,"2025-04-27 01:14:36",98,10
2644,"2025-04-27 01:19:36",98,10
2645,"2025-04-27 01:24:36",102,10
2646,"2025-04-27 01:29:36",NULL,10
2647,"2025-04-27 01:34:36",NULL,10
2648,"2025-04-27 01:39:36",94,10
2649,"2025-04-27 01:44:36",94,10
2650,"2025-04-27 01:49:36",98,10
2651,"2025-04-27 01:54:36",98,10
2652,"2025-04-27 01:59:36",99,10
2653,"2025-04-27 02:04:36",100,10
2654,"2025-04-27 02:09:36",103,10
2655,"2025-04-27 02:14:36",105,10
2656,"2025-04-27 02:19:36",104,10
2657,"2025-04-27 02:24:36",102,10
2658,"2025-04-27 02:29:36",102,10
2659,"2025-04-27 02:34:36",105,10
2660,"2025-04-27 02:39:36",107,10
2661,"2025-04-27 02:44:36",105,10
2662,"2025-04-27 02:49:36",106,10
2663,"2025-04-27 02:54:36",103,10
2664,"2025-04-27 02:59:36",NULL,10
2665,"2025-04-27 03:04:36",102,10
2666,"2025-04-27 03:09:36",99,10
2667,"2025-04-27 03:14:36",NULL,10
2668,"2025-04-27 03:19:36",95,10
2669,"2025-04-27 03:24:36",92,10
2670,"2025-04-27 03:29:36",91,10
2671,"2025-04-27 03:34:36",92,10
2672,"2025-04-27 03:39:36",91,10
2673,"2025-04-27 03:44:36",NULL,10
2674,"2025-04-27 03:49:36",95,10
2675,"2025-04-27 03:54:36",98,10
2676,"2025-04-27 03:59:36",97,10
2677,"2025-04-27 04:04:36",96,10
2678,"2025-04-27 04:09:36",99,10
2679,"2025-04-27 04:14:36",NULL,10
2680,"2025-04-27 04:19:36",101,10
2681,"2025-04-27 04:24:36",99,10
2682,"2025-04-27 04:29:36",100,10
2683,"2025-04-27 04:34:36",100,10
2684,"2025-04-27 04:39:36",100,10
2685,"2025-04-27 04:44:36",97,10
2686,"2025-04-27 04:49:36",94,10
2687,"2025-04-27 04:54:36",92,10
2688,"2025-04-27 04:59:36",92,10
2689,"2025-04-27 05:04:36",89,10
2690,"2025-04-27 05:09:36",92,10
2691,"2025-04-27 05:14:36",94,10
2692,"2025-04-27 05:19:36",90,10
2693,"2025-04-27 05:24:36",94,10
2694,"2025-04-27 05:29:36",NULL,10
2695,"2025-04-27 05:34:36",95,10
2696,"2025-04-27 05:39:36",97,10
2697,"2025-04-27 05:44:36",94,10
2698,"2025-04-27 05:49:36",94,10
2699,"2025-04-27 05:54:36",92,10
2700,"2025-04-27 05:59:36",95,10
2701,"2025-04-27 06:04:36",96,10
2702,"2025-04-27 06:09:36",93,10
2703,"2025-04-27 06:14:36",90,10
2704,"2025-04-27 06:19:36",89,10
2705,"2025-04-27 06:24:36",89,10
2706,"2025-04-27 06:29:36",87,10
2707,"2025-04-27 06:34:36",85,10
2708,"2025-04-27 06:39:36",89,10
2709,"2025-04-27 06:44:36",86,10
2710,"2025-04-27 06:49:36",85,10
2711,"2025-04-27 06:54:36",87,10
2712,"2025-04-27 06:59:36",88,10
2713,"2025-04-27 07:04:36",89,10
2714,"2025-04-27 07:09:36",90,10
2715,"2025-04-27 07:14:36",89,10
2716,"2025-04-27 07:19:36",91,10
2717,"2025-04-27 07:24:36",NULL,10
2718,"2025-04-27 07:29:36",94,10
2719,"2025-04-27 07:34:36",93,10
2720,"2025-04-27 07:39:36",89,10
2721,"2025-04-27 07:44:36",86,10
2722,"2025-04-27 07:49:36",87,10
2723,"2025-04-27 07:54:36",87,10
2724,"2025-04-27 07:59:36",88,10
2725,"2025-04-27 08:04:36",86,10
2726,"2025-04-27 08:09:36",87,10
2727,"2025-04-27 08:14:36",90,10
2728,"2025-04-27 08:19:36",91,10
2729,"2025-04-27 08:24:36",90,10
2730,"2025-04-27 08:29:36",89,10
2731,"2025-04-27 08:34:36",90,10
2732,"2025-04-27 08:39:36",91,10
2733,"2025-04-27 08:44:36",88,10
2734,"2025-04-27 08:49:36",91,10
2735,"2025-04-27 08:54:36",96,10
2736,"2025-04-27 08:59:36",97,10
2737,"2025-04-27 09:04:36",NULL,10
2738,"2025-04-27 09:09:36",98,10
2739,"2025-04-27 09:14:36",102,10
2740,"2025-04-27 09:19:36",103,10
2741,"2025-04-27 09:24:36",108,10
2742,"2025-04-27 09:29:36",103,10
2743,"2025-04-27 09:34:36",104,10
2744,"2025-04-27 09:39:36",106,10
2745,"2025-04-27 09:44:36",108,10
2746,"2025-04-27 09:49:36",104,10
2747,"2025-04-27 09:54:36",105,10
2748,"2025-04-27 09:59:36",103,10
2749,"2025-04-27 10:04:36",105,10
2750,"2025-04-27 10:09:36",NULL,10
2751,"2025-04-27 10:14:36",108,10
2752,"2025-04-27 10:19:36",111,10
2753,"2025-04-27 10:24:36",NULL,10
2754,"2025-04-27 10:29:36",107,10
2755,"2025-04-27 10:34:36",104,10
2756,"2025-04-27 10:39:36",105,10
2757,"2025-04-27 10:44:36",103,10
2758,"2025-04-27 10:49:36",100,10
2759,"2025-04-27 10:54:36",NULL,10
2760,"2025-04-27 10:59:36",97,10
2761,"2025-04-27 11:04:36",98,10
2762,"2025-04-27 11:09:36",97,10
2763,"2025-04-27 11:14:36",98,10
2764,"2025-04-27 11:19:36",100,10
2765,"2025-04-27 11:24:36",100,10
2766,"2025-04-27 11:29:36",101,10
2767,"2025-04-27 11:34:36",101,10
2768,"2025-04-27 11:39:36",105,10
2769,"2025-04-27 11:44:36",104,10
2770,"2025-04-27 11:49:36",NULL,10
2771,"2025-04-27 11:54:36",102,10
2772,"2025-04-27 11:59:36",102,10
2773,"2025-04-27 12:04:36",NULL,10
2774,"2025-04-27 12:09:36",101,10
2775,"2025-04-27 12:14:36",98,10
2776,"2025-04-27 12:19:36",99,10
2777,"2025-04-27 12:24:36",99,10
2778,"2025-04-27 12:29:36",95,10
2779,"2025-04-27 12:34:36",99,10
2780,"2025-04-27 12:39:36",99,10
2781,"2025-04-27 12:44:36",99,10
2782,"2025-04-27 12:49:36",100,10
2783,"2025-04-27 12:54:36",NULL,10
2784,"2025-04-27 12:59:36",106,10
2785,"2025-04-27 13:04:36",109,10
2786,"2025-04-27 13:09:36",NULL,10
2787,"2025-04-27 13:14:36",111,10
2788,"2025-04-27 13:19:36",108,10
2789,"2025-04-27 13:24:36",110,10
2790,"2025-04-27 13:29:36",112,10
2791,"2025-04-27 13:34:36",NULL,10
2792,"2025-04-27 13:39:36",114,10
2793,"2025-04-27 13:44:36",114,10
2794,"2025-04-27 13:49:36",118,10
2795,"2025-04-27 13:54:36",117,10
2796,"2025-04-27 13:59:36",114,10
2797,"2025-04-27 14:04:36",118,10
2798,"2025-04-27 14:09:36",122,10
2799,"2025-04-27 14:14:36",124,10
2800,"2025-04-27 14:19:36",122,10
2801,"2025-04-27 14:24:36",122,10
2802,"2025-04-27 14:29:36",123,10
2803,"2025-04-27 14:34:36",126,10
2804,"2025-04-27 14:39:36",126,10
2805,"2025-04-27 14:44:36",126,10
2806,"2025-04-27 14:49:36",127,10
2807,"2025-04-27 14:54:36",126,10
2808,"2025-04-27 14:59:36",128,10
2809,"2025-04-27 15:04:36",130,10
2810,"2025-04-27 15:09:36",132,10
2811,"2025-04-27 15:14:36",130,10
2812,"2025-04-27 15:19:36",128,10
2813,"2025-04-27 15:24:36",130,10
2814,"2025-04-27 15:29:36",130,10
2815,"2025-04-27 15:34:36",132,10
2816,"2025-04-27 15:39:36",129,10
2817,"2025-04-27 15:44:36",130,10
2818,"2025-04-27 15:49:36",NULL,10
2819,"2025-04-27 15:54:36",125,10
2820,"2025-04-27 15:59:36",127,10
2821,"2025-04-27 16:04:36",124,10
2822,"2025-04-27 16:09:36",128,10
2823,"2025-04-27 16:14:36",126,10
2824,"2025-04-27 16:19:36",126,10
2825,"2025-04-27 16:24:36",130,10
2826,"2025-04-27 16:29:36",130,10
2827,"2025-04-27 16:34:36",132,10
2828,"2025-04-27 16:39:36",NULL,10
2829,"2025-04-27 16:44:36",136,10
2830,"2025-04-27 16:49:36",130,10
2831,"2025-04-27 16:54:36",134,10
2832,"2025-04-27 16:59:36",NULL,10
2833,"2025-04-27 17:04:36",135,10
2834,"2025-04-27 17:09:36",131,10
2835,"2025-04-27 17:14:36",130,10
2836,"2025-04-27 17:19:36",131,10
2837,"2025-04-27 17:24:36",130,10
2838,"2025-04-27 17:29:36",126,10
2839,"2025-04-27 17:34:36",125,10
2840,"2025-04-27 17:39:36",126,10
2841,"2025-04-27 17:44:36",130,10
2842,"2025-04-27 17:49:36",133,10
2843,"2025-04-27 17:54:36",134,10
2844,"2025-04-27 17:59:36",134,10
2845,"2025-04-27 18:04:36",134,10
2846,"2025-04-27 18:09:36",133,10
2847,"2025-04-27 18:14:36",133,10
2848,"2025-04-27 18:19:36",NULL,10
2849,"2025-04-27 18:24:36",134,10
2850,"2025-04-27 18:29:36",134,10
2851,"2025-04-27 18:34:36",130,10
2852,"2025-04-27 18:39:36",129,10
2853,"2025-04-27 18:44:36",128,10
2854,"2025-04-27 18:49:36",132,10
2855,"2025-04-27 18:54:36",134,10
2856,"2025-04-27 18:59:36",132,10
2857,"2025-04-27 19:04:36",135,10
2858,"2025-04-27 19:09:36",137,10
2859,"2025-04-27 19:14:36",134,10
2860,"2025-04-27 19:19:36",132,10
2861,"2025-04-27 19:24:36",135,10
2862,"2025-04-27 19:29:36",132,10
2863,"2025-04-27 19:34:36",135,10
2864,"2025-04-27 19:39:36",134,10
2865,"2025-04-27 19:44:36",138,10
2866,"2025-04-27 19:49:36",139,10
2867,"2025-04-27 19:54:36",139,10
2868,"2025-04-27 19:59:36",137,10
2869,"2025-04-27 20:04:36",136,10
2870,"2025-04-27 20:09:36",133,10
2871,"2025-04-27 20:14:36",133,10
2872,"2025-04-27 20:19:36",130,10
2873,"2025-04-27 20:24:36",134,10
2874,"2025-04-27 20:29:36",133,10
2875,"2025-04-27 20:34:36",137,10
2876,"2025-04-27 20:39:36",138,10
2877,"2025-04-27 20:44:36",140,10
2878,"2025-04-27 20:49:36",139,10
2879,"2025-04-27 20:54:36",136,10
2880,"2025-04-27 20:59:36",NULL,10
2881,"2025-04-26 21:04:36",132,11
2882,"2025-04-26 21:09:36",134,11
2883,"2025-04-26 21:14:36",131,11
2884,"2025-04-26 21:19:36",129,11
2885,"2025-04-26 21:24:36",129,11
2886,"2025-04-26 21:29:36",128,11
2887,"2025-04-26 21:34:36",124,11
2888,"2025-04-26 21:39:36",123,11
2889,"2025-04-26 21:44:36",124,11
2890,"2025-04-26 21:49:36",123,11
2891,"2025-04-26 21:54:36",120,11
2892,"2025-04-26 21:59:36",121,11
2893,"2025-04-26 22:04:36",NULL,11
2894,"2025-04-26 22:09:36",119,11
2895,"2025-04-26 22:14:36",121,11
2896,"2025-04-26 22:19:36",121,11
2897,"2025-04-26 22:24:36",121,11
2898,"2025-04-26 22:29:36",117,11
2899,"2025-04-26 22:34:36",119,11
2900,"2025-04-26 22:39:36",116,11
2901,"2025-04-26 22:44:36",120,11
2902,"2025-04-26 22:49:36",118,11
2903,"2025-04-26 22:54:36",115,11
2904,"2025-04-26 22:59:36",118,11
2905,"2025-04-26 23:04:36",118,11
2906,"2025-04-26 23:09:36",120,11
2907,"2025-04-26 23:14:36",115,11
2908,"2025-04-26 23:19:36",117,11
2909,"2025-04-26 23:24:36",113,11
2910,"2025-04-26 23:29:36",110,11
2911,"2025-04-26 23:34:36",114,11
2912,"2025-04-26 23:39:36",118,11
2913,"2025-04-26 23:44:36",118,11
2914,"2025-04-26 23:49:36",121,11
2915,"2025-04-26 23:54:36",123,11
2916,"2025-04-26 23:59:36",126,11
2917,"2025-04-27 00:04:36",126,11
2918,"2025-04-27 00:09:36",125,11
2919,"2025-04-27 00:14:36",128,11
2920,"2025-04-27 00:19:36",124,11
2921,"2025-04-27 00:24:36",128,11
2922,"2025-04-27 00:29:36",124,11
2923,"2025-04-27 00:34:36",NULL,11
2924,"2025-04-27 00:39:36",NULL,11
2925,"2025-04-27 00:44:36",121,11
2926,"2025-04-27 00:49:36",119,11
2927,"2025-04-27 00:54:36",120,11
2928,"2025-04-27 00:59:36",117,11
2929,"2025-04-27 01:04:36",116,11
2930,"2025-04-27 01:09:36",118,11
2931,"2025-04-27 01:14:36",118,11
2932,"2025-04-27 01:19:36",117,11
2933,"2025-04-27 01:24:36",NULL,11
2934,"2025-04-27 01:29:36",122,11
2935,"2025-04-27 01:34:36",NULL,11
2936,"2025-04-27 01:39:36",123,11
2937,"2025-04-27 01:44:36",128,11
2938,"2025-04-27 01:49:36",129,11
2939,"2025-04-27 01:54:36",129,11
2940,"2025-04-27 01:59:36",127,11
2941,"2025-04-27 02:04:36",127,11
2942,"2025-04-27 02:09:36",131,11
2943,"2025-04-27 02:14:36",131,11
2944,"2025-04-27 02:19:36",130,11
2945,"2025-04-27 02:24:36",131,11
2946,"2025-04-27 02:29:36",132,11
2947,"2025-04-27 02:34:36",135,11
2948,"2025-04-27 02:39:36",138,11
2949,"2025-04-27 02:44:36",136,11
2950,"2025-04-27 02:49:36",138,11
2951,"2025-04-27 02:54:36",139,11
2952,"2025-04-27 02:59:36",135,11
2953,"2025-04-27 03:04:36",134,11
2954,"2025-04-27 03:09:36",134,11
2955,"2025-04-27 03:14:36",136,11
2956,"2025-04-27 03:19:36",138,11
2957,"2025-04-27 03:24:36",142,11
2958,"2025-04-27 03:29:36",143,11
2959,"2025-04-27 03:34:36",144,11
2960,"2025-04-27 03:39:36",144,11
2961,"2025-04-27 03:44:36",148,11
2962,"2025-04-27 03:49:36",144,11
2963,"2025-04-27 03:54:36",146,11
2964,"2025-04-27 03:59:36",145,11
2965,"2025-04-27 04:04:36",147,11
2966,"2025-04-27 04:09:36",146,11
2967,"2025-04-27 04:14:36",143,11
2968,"2025-04-27 04:19:36",146,11
2969,"2025-04-27 04:24:36",146,11
2970,"2025-04-27 04:29:36",142,11
2971,"2025-04-27 04:34:36",142,11
2972,"2025-04-27 04:39:36",145,11
2973,"2025-04-27 04:44:36",144,11
2974,"2025-04-27 04:49:36",140,11
2975,"2025-04-27 04:54:36",143,11
2976,"2025-04-27 04:59:36",143,11
2977,"2025-04-27 05:04:36",144,11
2978,"2025-04-27 05:09:36",146,11
2979,"2025-04-27 05:14:36",147,11
2980,"2025-04-27 05:19:36",NULL,11
2981,"2025-04-27 05:24:36",144,11
2982,"2025-04-27 05:29:36",147,11
2983,"2025-04-27 05:34:36",144,11
2984,"2025-04-27 05:39:36",147,11
2985,"2025-04-27 05:44:36",146,11
