id_umidade,data_hora,valor,fk_upa
2093,"2025-04-27 03:24:36",45.0,8
2094,"2025-04-27 03:29:36",44.8,8
2095,"2025-04-27 03:34:36",45.2,8
2096,"2025-04-27 03:39:36",45.1,8
2097,"2025-04-27 03:44:36",NULL,8
2098,"2025-04-27 03:49:36",NULL,8
2099,"2025-04-27 03:54:36",NULL,8
2100,"2025-04-27 03:59:36",NULL,8
2101,"2025-04-27 04:04:36",NULL,8
2102,"2025-04-27 04:09:36",NULL,8
2103,"2025-04-27 04:14:36",NULL,8
2104,"2025-04-27 04:19:36",NULL,8
2105,"2025-04-27 04:24:36",115.4,8
2106,"2025-04-27 04:29:36",NULL,8
2107,"2025-04-27 04:34:36",41.7,8
2108,"2025-04-27 04:39:36",42.4,8
2109,"2025-04-27 04:44:36",42.1,8
2110,"2025-04-27 04:49:36",41.5,8
2111,"2025-04-27 04:54:36",42.4,8
2112,"2025-04-27 04:59:36",42.8,8
2113,"2025-04-27 05:04:36",42.0,8
2114,"2025-04-27 05:09:36",41.7,8
2115,"2025-04-27 05:14:36",42.0,8
2116,"2025-04-27 05:19:36",41.3,8
2117,"2025-04-27 05:24:36",41.2,8
2118,"2025-04-27 05:29:36",40.2,8
2119,"2025-04-27 05:34:36",40.9,8
2120,"2025-04-27 05:39:36",41.4,8
2121,"2025-04-27 05:44:36",41.9,8
2122,"2025-04-27 05:49:36",41.3,8
2123,"2025-04-27 05:54:36",40.6,8
2124,"2025-04-27 05:59:36",99.4,8
2125,"2025-04-27 06:04:36",40.2,8
2126,"2025-04-27 06:09:36",39.7,8
2127,"2025-04-27 06:14:36",39.4,8
2128,"2025-04-27 06:19:36",39.5,8
2129,"2025-04-27 06:24:36",39.4,8
2130,"2025-04-27 06:29:36",38.7,8
2131,"2025-04-27 06:34:36",39.3,8
2132,"2025-04-27 06:39:36",77.7,8
2133,"2025-04-27 06:44:36",39.0,8
2134,"2025-04-27 06:49:36",38.7,8
2135,"2025-04-27 06:54:36",38.0,8
2136,"2025-04-27 06:59:36",37.2,8
2137,"2025-04-27 07:04:36",37.6,8
2138,"2025-04-27 07:09:36",37.9,8
2139,"2025-04-27 07:14:36",38.4,8
2140,"2025-04-27 07:19:36",38.9,8
2141,"2025-04-27 07:24:36",38.0,8
2142,"2025-04-27 07:29:36",37.7,8
2143,"2025-04-27 07:34:36",37.6,8
2144,"2025-04-27 07:39:36",NULL,8
2145,"2025-04-27 07:44:36",59.3,8
2146,"2025-04-27 07:49:36",58.8,8
2147,"2025-04-27 07:54:36",59.5,8
2148,"2025-04-27 07:59:36",59.1,8
2149,"2025-04-27 08:04:36",59.7,8
2150,"2025-04-27 08:09:36",59.2,8
2151,"2025-04-27 08:14:36",58.9,8
2152,"2025-04-27 08:19:36",59.9,8
2153,"2025-04-27 08:24:36",60.9,8
2154,"2025-04-27 08:29:36",60.2,8
2155,"2025-04-27 08:34:36",60.7,8
2156,"2025-04-27 08:39:36",60.7,8
2157,"2025-04-27 08:44:36",NULL,8
2158,"2025-04-27 08:49:36",42.4,8
2159,"2025-04-27 08:54:36",43.0,8
2160,"2025-04-27 08:59:36",42.5,8
2161,"2025-04-27 09:04:36",41.6,8
2162,"2025-04-27 09:09:36",42.3,8
2163,"2025-04-27 09:14:36",42.6,8
2164,"2025-04-27 09:19:36",42.5,8
2165,"2025-04-27 09:24:36",43.4,8
2166,"2025-04-27 09:29:36",43.9,8
2167,"2025-04-27 09:34:36",44.2,8
2168,"2025-04-27 09:39:36",43.0,8
2169,"2025-04-27 09:44:36",43.4,8
2170,"2025-04-27 09:49:36",42.8,8
2171,"2025-04-27 09:54:36",42.8,8
2172,"2025-04-27 09:59:36",43.1,8
2173,"2025-04-27 10:04:36",42.4,8
2174,"2025-04-27 10:09:36",42.6,8
2175,"2025-04-27 10:14:36",42.2,8
2176,"2025-04-27 10:19:36",41.7,8
2177,"2025-04-27 10:24:36",41.1,8
2178,"2025-04-27 10:29:36",40.5,8
2179,"2025-04-27 10:34:36",40.4,8
2180,"2025-04-27 10:39:36",41.4,8
2181,"2025-04-27 10:44:36",41.0,8
2182,"2025-04-27 10:49:36",40.0,8
2183,"2025-04-27 10:54:36",40.8,8
2184,"2025-04-27 10:59:36",41.5,8
2185,"2025-04-27 11:04:36",40.7,8
2186,"2025-04-27 11:09:36",40.0,8
2187,"2025-04-27 11:14:36",39.3,8
2188,"2025-04-27 11:19:36",40.3,8
2189,"2025-04-27 11:24:36",39.3,8
2190,"2025-04-27 11:29:36",38.8,8
2191,"2025-04-27 11:34:36",37.8,8
2192,"2025-04-27 11:39:36",38.4,8
2193,"2025-04-27 11:44:36",37.7,8
2194,"2025-04-27 11:49:36",37.8,8
2195,"2025-04-27 11:54:36",37.0,8
2196,"2025-04-27 11:59:36",37.5,8
2197,"2025-04-27 12:04:36",37.9,8
2198,"2025-04-27 12:09:36",38.9,8
2199,"2025-04-27 12:14:36",38.8,8
2200,"2025-04-27 12:19:36",39.5,8
2201,"2025-04-27 12:24:36",38.6,8
2202,"2025-04-27 12:29:36",39.8,8
2203,"2025-04-27 12:34:36",38.7,8
2204,"2025-04-27 12:39:36",38.6,8
2205,"2025-04-27 12:44:36",38.9,8
2206,"2025-04-27 12:49:36",39.6,8
2207,"2025-04-27 12:54:36",39.6,8
2208,"2025-04-27 12:59:36",39.7,8
2209,"2025-04-27 13:04:36",40.6,8
2210,"2025-04-27 13:09:36",41.3,8
2211,"2025-04-27 13:14:36",42.1,8
2212,"2025-04-27 13:19:36",41.7,8
2213,"2025-04-27 13:24:36",42.3,8
2214,"2025-04-27 13:29:36",43.2,8
2215,"2025-04-27 13:34:36",42.4,8
2216,"2025-04-27 13:39:36",42.1,8
2217,"2025-04-27 13:44:36",43.1,8
2218,"2025-04-27 13:49:36",5.9,8
2219,"2025-04-27 13:54:36",43.9,8
2220,"2025-04-27 13:59:36",43.5,8
2221,"2025-04-27 14:04:36",43.8,8
2222,"2025-04-27 14:09:36",43.7,8
2223,"2025-04-27 14:14:36",44.4,8
2224,"2025-04-27 14:19:36",44.0,8
2225,"2025-04-27 14:24:36",44.8,8
2226,"2025-04-27 14:29:36",45.5,8
2227,"2025-04-27 14:34:36",45.4,8
2228,"2025-04-27 14:39:36",45.6,8
2229,"2025-04-27 14:44:36",45.6,8
2230,"2025-04-27 14:49:36",44.8,8
2231,"2025-04-27 14:54:36",44.0,8
2232,"2025-04-27 14:59:36",44.3,8
2233,"2025-04-27 15:04:36",NULL,8
2234,"2025-04-27 15:09:36",57.1,8
2235,"2025-04-27 15:14:36",57.7,8
2236,"2025-04-27 15:19:36",57.8,8
2237,"2025-04-27 15:24:36",57.9,8
2238,"2025-04-27 15:29:36",57.1,8
2239,"2025-04-27 15:34:36",57.6,8
2240,"2025-04-27 15:39:36",58.3,8
2241,"2025-04-27 15:44:36",58.2,8
2242,"2025-04-27 15:49:36",57.2,8
2243,"2025-04-27 15:54:36",57.8,8
2244,"2025-04-27 15:59:36",57.5,8
2245,"2025-04-27 16:04:36",57.1,8
2246,"2025-04-27 16:09:36",56.6,8
2247,"2025-04-27 16:14:36",55.8,8
2248,"2025-04-27 16:19:36",55.9,8
2249,"2025-04-27 16:24:36",55.7,8
2250,"2025-04-27 16:29:36",55.6,8
2251,"2025-04-27 16:34:36",56.4,8
2252,"2025-04-27 16:39:36",55.9,8
2253,"2025-04-27 16:44:36",56.6,8
2254,"2025-04-27 16:49:36",57.3,8
2255,"2025-04-27 16:54:36",57.6,8
2256,"2025-04-27 16:59:36",57.8,8
2257,"2025-04-27 17:04:36",57.0,8
2258,"2025-04-27 17:09:36",33.4,8
2259,"2025-04-27 17:14:36",57.2,8
2260,"2025-04-27 17:19:36",56.3,8
2261,"2025-04-27 17:24:36",55.8,8
2262,"2025-04-27 17:29:36",55.4,8
2263,"2025-04-27 17:34:36",55.7,8
2264,"2025-04-27 17:39:36",56.7,8
2265,"2025-04-27 17:44:36",56.9,8
2266,"2025-04-27 17:49:36",56.5,8
2267,"2025-04-27 17:54:36",56.1,8
2268,"2025-04-27 17:59:36",55.3,8
2269,"2025-04-27 18:04:36",55.1,8
2270,"2025-04-27 18:09:36",55.4,8
2271,"2025-04-27 18:14:36",55.9,8
2272,"2025-04-27 18:19:36",56.4,8
2273,"2025-04-27 18:24:36",56.7,8
2274,"2025-04-27 18:29:36",57.4,8
2275,"2025-04-27 18:34:36",57.5,8
2276,"2025-04-27 18:39:36",57.1,8
2277,"2025-04-27 18:44:36",58.1,8
2278,"2025-04-27 18:49:36",58.6,8
2279,"2025-04-27 18:54:36",59.7,8
2280,"2025-04-27 18:59:36",60.5,8
2281,"2025-04-27 19:04:36",60.8,8
2282,"2025-04-27 19:09:36",60.9,8
2283,"2025-04-27 19:14:36",60.3,8
2284,"2025-04-27 19:19:36",59.5,8
2285,"2025-04-27 19:24:36",60.0,8
2286,"2025-04-27 19:29:36",59.8,8
2287,"2025-04-27 19:34:36",60.3,8
2288,"2025-04-27 19:39:36",59.9,8
2289,"2025-04-27 19:44:36",59.7,8
2290,"2025-04-27 19:49:36",60.5,8
2291,"2025-04-27 19:54:36",59.6,8
2292,"2025-04-27 19:59:36",60.5,8
2293,"2025-04-27 20:04:36",59.9,8
2294,"2025-04-27 20:09:36",59.2,8
2295,"2025-04-27 20:14:36",59.6,8
2296,"2025-04-27 20:19:36",59.9,8
2297,"2025-04-27 20:24:36",60.5,8
2298,"2025-04-27 20:29:36",60.6,8
2299,"2025-04-27 20:34:36",59.8,8
2300,"2025-04-27 20:39:36",27.6,8
2301,"2025-04-27 20:44:36",60.5,8
2302,"2025-04-27 20:49:36",59.7,8
2303,"2025-04-27 20:54:36",59.1,8
2304,"2025-04-27 20:59:36",58.8,8
2305,"2025-04-26 21:04:36",56.8,9
2306,"2025-04-26 21:09:36",57.2,9
2307,"2025-04-26 21:14:36",57.2,9
2308,"2025-04-26 21:19:36",57.6,9
2309,"2025-04-26 21:24:36",56.9,9
2310,"2025-04-26 21:29:36",57.2,9
2311,"2025-04-26 21:34:36",56.4,9
2312,"2025-04-26 21:39:36",56.9,9
2313,"2025-04-26 21:44:36",56.4,9
2314,"2025-04-26 21:49:36",55.8,9
2315,"2025-04-26 21:54:36",55.3,9
2316,"2025-04-26 21:59:36",55.8,9
2317,"2025-04-26 22:04:36",55.2,9
2318,"2025-04-26 22:09:36",54.3,9
2319,"2025-04-26 22:14:36",53.2,9
2320,"2025-04-26 22:19:36",53.2,9
2321,"2025-04-26 22:24:36",51.9,9
2322,"2025-04-26 22:29:36",53.0,9
2323,"2025-04-26 22:34:36",53.3,9
2324,"2025-04-26 22:39:36",53.9,9
2325,"2025-04-26 22:44:36",54.4,9
2326,"2025-04-26 22:49:36",54.0,9
2327,"2025-04-26 22:54:36",54.3,9
2328,"2025-04-26 22:59:36",53.1,9
2329,"2025-04-26 23:04:36",52.1,9
2330,"2025-04-26 23:09:36",52.3,9
2331,"2025-04-26 23:14:36",51.7,9
2332,"2025-04-26 23:19:36",51.6,9
2333,"2025-04-26 23:24:36",52.3,9
2334,"2025-04-26 23:29:36",52.9,9
2335,"2025-04-26 23:34:36",53.8,9
2336,"2025-04-26 23:39:36",54.4,9
2337,"2025-04-26 23:44:36",54.2,9
2338,"2025-04-26 23:49:36",54.8,9
2339,"2025-04-26 23:54:36",55.1,9
2340,"2025-04-26 23:59:36",54.6,9
2341,"2025-04-27 00:04:36",55.6,9
2342,"2025-04-27 00:09:36",55.5,9
2343,"2025-04-27 00:14:36",55.0,9
2344,"2025-04-27 00:19:36",55.1,9
2345,"2025-04-27 00:24:36",55.5,9
2346,"2025-04-27 00:29:36",54.8,9
2347,"2025-04-27 00:34:36",54.9,9
2348,"2025-04-27 00:39:36",54.5,9
2349,"2025-04-27 00:44:36",55.3,9
2350,"2025-04-27 00:49:36",55.0,9
2351,"2025-04-27 00:54:36",56.0,9
2352,"2025-04-27 00:59:36",55.3,9
2353,"2025-04-27 01:04:36",55.4,9
2354,"2025-04-27 01:09:36",55.2,9
2355,"2025-04-27 01:14:36",56.2,9
2356,"2025-04-27 01:19:36",56.0,9
2357,"2025-04-27 01:24:36",55.2,9
2358,"2025-04-27 01:29:36",55.6,9
2359,"2025-04-27 01:34:36",56.3,9
2360,"2025-04-27 01:39:36",55.5,9
2361,"2025-04-27 01:44:36",56.1,9
2362,"2025-04-27 01:49:36",NULL,9
2363,"2025-04-27 01:54:36",53.2,9
2364,"2025-04-27 01:59:36",52.6,9
2365,"2025-04-27 02:04:36",52.3,9
2366,"2025-04-27 02:09:36",52.9,9
2367,"2025-04-27 02:14:36",52.5,9
2368,"2025-04-27 02:19:36",52.5,9
2369,"2025-04-27 02:24:36",52.7,9
2370,"2025-04-27 02:29:36",52.2,9
2371,"2025-04-27 02:34:36",53.0,9
2372,"2025-04-27 02:39:36",52.7,9
2373,"2025-04-27 02:44:36",52.8,9
2374,"2025-04-27 02:49:36",51.8,9
2375,"2025-04-27 02:54:36",52.6,9
2376,"2025-04-27 02:59:36",52.0,9
2377,"2025-04-27 03:04:36",51.3,9
2378,"2025-04-27 03:09:36",50.8,9
2379,"2025-04-27 03:14:36",51.5,9
2380,"2025-04-27 03:19:36",50.3,9
2381,"2025-04-27 03:24:36",50.8,9
2382,"2025-04-27 03:29:36",49.8,9
2383,"2025-04-27 03:34:36",50.9,9
2384,"2025-04-27 03:39:36",51.8,9
2385,"2025-04-27 03:44:36",50.8,9
2386,"2025-04-27 03:49:36",51.5,9
2387,"2025-04-27 03:54:36",51.1,9
2388,"2025-04-27 03:59:36",50.1,9
2389,"2025-04-27 04:04:36",49.0,9
2390,"2025-04-27 04:09:36",48.3,9
2391,"2025-04-27 04:14:36",48.2,9
2392,"2025-04-27 04:19:36",48.8,9
2393,"2025-04-27 04:24:36",47.7,9
2394,"2025-04-27 04:29:36",48.6,9
2395,"2025-04-27 04:34:36",47.9,9
2396,"2025-04-27 04:39:36",47.6,9
2397,"2025-04-27 04:44:36",46.6,9
2398,"2025-04-27 04:49:36",46.0,9
2399,"2025-04-27 04:54:36",46.9,9
2400,"2025-04-27 04:59:36",47.6,9
2401,"2025-04-27 05:04:36",47.8,9
2402,"2025-04-27 05:09:36",47.4,9
2403,"2025-04-27 05:14:36",46.9,9
2404,"2025-04-27 05:19:36",46.8,9
2405,"2025-04-27 05:24:36",47.0,9
2406,"2025-04-27 05:29:36",47.1,9
2407,"2025-04-27 05:34:36",47.6,9
2408,"2025-04-27 05:39:36",47.0,9
2409,"2025-04-27 05:44:36",NULL,9
2410,"2025-04-27 05:49:36",43.1,9
2411,"2025-04-27 05:54:36",43.3,9
2412,"2025-04-27 05:59:36",43.6,9
2413,"2025-04-27 06:04:36",42.6,9
2414,"2025-04-27 06:09:36",41.5,9
2415,"2025-04-27 06:14:36",41.4,9
2416,"2025-04-27 06:19:36",42.4,9
2417,"2025-04-27 06:24:36",42.4,9
2418,"2025-04-27 06:29:36",3.0,9
2419,"2025-04-27 06:34:36",41.8,9
2420,"2025-04-27 06:39:36",40.9,9
2421,"2025-04-27 06:44:36",41.7,9
2422,"2025-04-27 06:49:36",42.6,9
2423,"2025-04-27 06:54:36",43.2,9
2424,"2025-04-27 06:59:36",42.7,9
2425,"2025-04-27 07:04:36",NULL,9
2426,"2025-04-27 07:09:36",NULL,9
2427,"2025-04-27 07:14:36",NULL,9
2428,"2025-04-27 07:19:36",NULL,9
2429,"2025-04-27 07:24:36",NULL,9
2430,"2025-04-27 07:29:36",NULL,9
2431,"2025-04-27 07:34:36",NULL,9
2432,"2025-04-27 07:39:36",60.1,9
2433,"2025-04-27 07:44:36",59.1,9
2434,"2025-04-27 07:49:36",59.9,9
2435,"2025-04-27 07:54:36",58.9,9
2436,"2025-04-27 07:59:36",58.9,9
2437,"2025-04-27 08:04:36",58.8,9
2438,"2025-04-27 08:09:36",58.5,9
2439,"2025-04-27 08:14:36",57.6,9
2440,"2025-04-27 08:19:36",57.1,9
2441,"2025-04-27 08:24:36",57.2,9
2442,"2025-04-27 08:29:36",58.1,9
2443,"2025-04-27 08:34:36",57.2,9
2444,"2025-04-27 08:39:36",57.8,9
2445,"2025-04-27 08:44:36",56.9,9
2446,"2025-04-27 08:49:36",57.0,9
2447,"2025-04-27 08:54:36",55.9,9
2448,"2025-04-27 08:59:36",55.5,9
2449,"2025-04-27 09:04:36",54.7,9
2450,"2025-04-27 09:09:36",55.8,9
2451,"2025-04-27 09:14:36",56.3,9
2452,"2025-04-27 09:19:36",57.4,9
2453,"2025-04-27 09:24:36",58.3,9
2454,"2025-04-27 09:29:36",58.7,9
2455,"2025-04-27 09:34:36",58.4,9
2456,"2025-04-27 09:39:36",58.7,9
2457,"2025-04-27 09:44:36",57.9,9
2458,"2025-04-27 09:49:36",57.9,9
2459,"2025-04-27 09:54:36",57.8,9
2460,"2025-04-27 09:59:36",59.1,9
2461,"2025-04-27 10:04:36",59.8,9
2462,"2025-04-27 10:09:36",59.3,9
2463,"2025-04-27 10:14:36",58.4,9
2464,"2025-04-27 10:19:36",59.0,9
2465,"2025-04-27 10:24:36",59.7,9
2466,"2025-04-27 10:29:36",59.6,9
2467,"2025-04-27 10:34:36",58.5,9
2468,"2025-04-27 10:39:36",59.0,9
2469,"2025-04-27 10:44:36",59.1,9
2470,"2025-04-27 10:49:36",59.9,9
2471,"2025-04-27 10:54:36",59.8,9
2472,"2025-04-27 10:59:36",60.0,9
2473,"2025-04-27 11:04:36",60.0,9
2474,"2025-04-27 11:09:36",59.6,9
2475,"2025-04-27 11:14:36",58.6,9
2476,"2025-04-27 11:19:36",58.4,9
2477,"2025-04-27 11:24:36",59.4,9
2478,"2025-04-27 11:29:36",60.1,9
2479,"2025-04-27 11:34:36",61.0,9
2480,"2025-04-27 11:39:36",60.5,9
2481,"2025-04-27 11:44:36",60.9,9
2482,"2025-04-27 11:49:36",61.4,9
2483,"2025-04-27 11:54:36",61.3,9
2484,"2025-04-27 11:59:36",60.8,9
2485,"2025-04-27 12:04:36",60.4,9
2486,"2025-04-27 12:09:36",59.8,9
2487,"2025-04-27 12:14:36",59.8,9
2488,"2025-04-27 12:19:36",59.4,9
2489,"2025-04-27 12:24:36",60.1,9
2490,"2025-04-27 12:29:36",59.0,9
2491,"2025-04-27 12:34:36",58.4,9
2492,"2025-04-27 12:39:36",59.2,9
2493,"2025-04-27 12:44:36",59.1,9
2494,"2025-04-27 12:49:36",59.2,9
2495,"2025-04-27 12:54:36",59.1,9
2496,"2025-04-27 12:59:36",58.1,9
2497,"2025-04-27 13:04:36",58.8,9
2498,"2025-04-27 13:09:36",58.0,9
2499,"2025-04-27 13:14:36",58.4,9
2500,"2025-04-27 13:19:36",59.4,9
2501,"2025-04-27 13:24:36",59.3,9
2502,"2025-04-27 13:29:36",60.4,9
2503,"2025-04-27 13:34:36",60.5,9
2504,"2025-04-27 13:39:36",60.3,9
2505,"2025-04-27 13:44:36",60.0,9
2506,"2025-04-27 13:49:36",61.0,9
2507,"2025-04-27 13:54:36",60.7,9
2508,"2025-04-27 13:59:36",60.7,9
2509,"2025-04-27 14:04:36",60.7,9
2510,"2025-04-27 14:09:36",60.5,9
2511,"2025-04-27 14:14:36",60.7,9
2512,"2025-04-27 14:19:36",60.2,9
2513,"2025-04-27 14:24:36",60.2,9
2514,"2025-04-27 14:29:36",59.4,9
2515,"2025-04-27 14:34:36",59.9,9
2516,"2025-04-27 14:39:36",61.0,9
2517,"2025-04-27 14:44:36",60.4,9
2518,"2025-04-27 14:49:36",60.3,9
2519,"2025-04-27 14:54:36",59.5,9
2520,"2025-04-27 14:59:36",59.1,9
2521,"2025-04-27 15:04:36",58.5,9
2522,"2025-04-27 15:09:36",59.2,9
2523,"2025-04-27 15:14:36",60.2,9
2524,"2025-04-27 15:19:36",60.7,9
2525,"2025-04-27 15:24:36",59.7,9
2526,"2025-04-27 15:29:36",60.0,9
2527,"2025-04-27 15:34:36",59.8,9
2528,"2025-04-27 15:39:36",58.9,9
2529,"2025-04-27 15:44:36",59.9,9
2530,"2025-04-27 15:49:36",59.5,9
2531,"2025-04-27 15:54:36",116.8,9
2532,"2025-04-27 15:59:36",58.6,9
2533,"2025-04-27 16:04:36",58.6,9
2534,"2025-04-27 16:09:36",59.4,9
2535,"2025-04-27 16:14:36",60.4,9
2536,"2025-04-27 16:19:36",59.7,9
2537,"2025-04-27 16:24:36",59.2,9
2538,"2025-04-27 16:29:36",59.5,9
2539,"2025-04-27 16:34:36",60.0,9
2540,"2025-04-27 16:39:36",59.4,9
2541,"2025-04-27 16:44:36",58.7,9
2542,"2025-04-27 16:49:36",58.4,9
2543,"2025-04-27 16:54:36",59.0,9
2544,"2025-04-27 16:59:36",59.5,9
2545,"2025-04-27 17:04:36",59.2,9
2546,"2025-04-27 17:09:36",60.0,9
2547,"2025-04-27 17:14:36",60.4,9
2548,"2025-04-27 17:19:36",59.8,9
2549,"2025-04-27 17:24:36",144.2,9
2550,"2025-04-27 17:29:36",59.3,9
2551,"2025-04-27 17:34:36",58.4,9
2552,"2025-04-27 17:39:36",57.9,9
2553,"2025-04-27 17:44:36",57.3,9
2554,"2025-04-27 17:49:36",56.3,9
2555,"2025-04-27 17:54:36",55.4,9
2556,"2025-04-27 17:59:36",55.5,9
2557,"2025-04-27 18:04:36",56.1,9
2558,"2025-04-27 18:09:36",56.7,9
2559,"2025-04-27 18:14:36",56.2,9
2560,"2025-04-27 18:19:36",57.0,9
2561,"2025-04-27 18:24:36",144.5,9
2562,"2025-04-27 18:29:36",56.4,9
2563,"2025-04-27 18:34:36",56.8,9
2564,"2025-04-27 18:39:36",56.9,9
2565,"2025-04-27 18:44:36",56.5,9
2566,"2025-04-27 18:49:36",55.4,9
2567,"2025-04-27 18:54:36",56.0,9
2568,"2025-04-27 18:59:36",55.3,9
2569,"2025-04-27 19:04:36",55.5,9
2570,"2025-04-27 19:09:36",54.7,9
2571,"2025-04-27 19:14:36",54.4,9
2572,"2025-04-27 19:19:36",53.8,9
2573,"2025-04-27 19:24:36",54.8,9
2574,"2025-04-27 19:29:36",55.8,9
2575,"2025-04-27 19:34:36",56.5,9
2576,"2025-04-27 19:39:36",56.4,9
2577,"2025-04-27 19:44:36",56.9,9
2578,"2025-04-27 19:49:36",57.3,9
2579,"2025-04-27 19:54:36",58.1,9
2580,"2025-04-27 19:59:36",57.4,9
2581,"2025-04-27 20:04:36",57.8,9
2582,"2025-04-27 20:09:36",57.9,9
2583,"2025-04-27 20:14:36",58.8,9
2584,"2025-04-27 20:19:36",59.8,9
2585,"2025-04-27 20:24:36",60.6,9
2586,"2025-04-27 20:29:36",61.3,9
2587,"2025-04-27 20:34:36",62.3,9
2588,"2025-04-27 20:39:36",62.0,9
2589,"2025-04-27 20:44:36",61.6,9
2590,"2025-04-27 20:49:36",60.8,9
2591,"2025-04-27 20:54:36",61.2,9
2592,"2025-04-27 20:59:36",60.7,9
2593,"2025-04-26 21:04:36",-7.6,10
2594,"2025-04-26 21:09:36",45.1,10
2595,"2025-04-26 21:14:36",45.7,10
2596,"2025-04-26 21:19:36",46.3,10
2597,"2025-04-26 21:24:36",46.8,10
2598,"2025-04-26 21:29:36",47.2,10
2599,"2025-04-26 21:34:36",47.5,10
2600,"2025-04-26 21:39:36",46.7,10
2601,"2025-04-26 21:44:36",46.3,10
2602,"2025-04-26 21:49:36",46.8,10
2603,"2025-04-26 21:54:36",46.6,10
2604,"2025-04-26 21:59:36",46.7,10
2605,"2025-04-26 22:04:36",47.2,10
2606,"2025-04-26 22:09:36",46.6,10
2607,"2025-04-26 22:14:36",45.8,10
2608,"2025-04-26 22:19:36",NULL,10
2609,"2025-04-26 22:24:36",49.0,10
2610,"2025-04-26 22:29:36",48.3,10
2611,"2025-04-26 22:34:36",47.9,10
2612,"2025-04-26 22:39:36",48.4,10
2613,"2025-04-26 22:44:36",48.2,10
2614,"2025-04-26 22:49:36",47.8,10
2615,"2025-04-26 22:54:36",47.8,10
2616,"2025-04-26 22:59:36",48.0,10
2617,"2025-04-26 23:04:36",47.3,10
2618,"2025-04-26 23:09:36",46.6,10
2619,"2025-04-26 23:14:36",45.9,10
2620,"2025-04-26 23:19:36",45.5,10
2621,"2025-04-26 23:24:36",46.2,10
2622,"2025-04-26 23:29:36",46.4,10
2623,"2025-04-26 23:34:36",45.5,10
2624,"2025-04-26 23:39:36",46.6,10
2625,"2025-04-26 23:44:36",47.6,10
2626,"2025-04-26 23:49:36",46.8,10
2627,"2025-04-26 23:54:36",46.0,10
2628,"2025-04-26 23:59:36",46.2,10
2629,"2025-04-27 00:04:36",45.8,10
2630,"2025-04-27 00:09:36",46.2,10
2631,"2025-04-27 00:14:36",46.0,10
2632,"2025-04-27 00:19:36",46.1,10
2633,"2025-04-27 00:24:36",45.9,10
2634,"2025-04-27 00:29:36",46.0,10
2635,"2025-04-27 00:34:36",46.9,10
2636,"2025-04-27 00:39:36",45.8,10
2637,"2025-04-27 00:44:36",46.3,10
2638,"2025-04-27 00:49:36",46.3,10
2639,"2025-04-27 00:54:36",46.0,10
2640,"2025-04-27 00:59:36",45.7,10
2641,"2025-04-27 01:04:36",46.3,10
2642,"2025-04-27 01:09:36",46.1,10
2643,"2025-04-27 01:14:36",45.4,10
2644,"2025-04-27 01:19:36",45.5,10
2645,"2025-04-27 01:24:36",45.5,10
2646,"2025-04-27 01:29:36",45.3,10
2647,"2025-04-27 01:34:36",45.2,10
2648,"2025-04-27 01:39:36",45.4,10
2649,"2025-04-27 01:44:36",45.4,10
2650,"2025-04-27 01:49:36",45.6,10
2651,"2025-04-27 01:54:36",136.0,10
2652,"2025-04-27 01:59:36",46.4,10
2653,"2025-04-27 02:04:36",47.5,10
2654,"2025-04-27 02:09:36",47.3,10
2655,"2025-04-27 02:14:36",47.8,10
2656,"2025-04-27 02:19:36",47.2,10
2657,"2025-04-27 02:24:36",47.8,10
2658,"2025-04-27 02:29:36",47.0,10
2659,"2025-04-27 02:34:36",46.5,10
2660,"2025-04-27 02:39:36",45.8,10
2661,"2025-04-27 02:44:36",44.9,10
2662,"2025-04-27 02:49:36",45.9,10
2663,"2025-04-27 02:54:36",46.6,10
2664,"2025-04-27 02:59:36",46.4,10
2665,"2025-04-27 03:04:36",46.3,10
2666,"2025-04-27 03:09:36",NULL,10
2667,"2025-04-27 03:14:36",44.3,10
2668,"2025-04-27 03:19:36",44.1,10
2669,"2025-04-27 03:24:36",44.5,10
2670,"2025-04-27 03:29:36",43.3,10
2671,"2025-04-27 03:34:36",43.4,10
2672,"2025-04-27 03:39:36",43.0,10
2673,"2025-04-27 03:44:36",-27.0,10
2674,"2025-04-27 03:49:36",43.9,10
2675,"2025-04-27 03:54:36",43.1,10
2676,"2025-04-27 03:59:36",43.0,10
2677,"2025-04-27 04:04:36",43.0,10
2678,"2025-04-27 04:09:36",42.9,10
2679,"2025-04-27 04:14:36",42.5,10
2680,"2025-04-27 04:19:36",41.6,10
2681,"2025-04-27 04:24:36",42.1,10
2682,"2025-04-27 04:29:36",42.0,10
2683,"2025-04-27 04:34:36",42.6,10
2684,"2025-04-27 04:39:36",43.0,10
2685,"2025-04-27 04:44:36",43.8,10
2686,"2025-04-27 04:49:36",43.9,10
2687,"2025-04-27 04:54:36",44.0,10
2688,"2025-04-27 04:59:36",44.8,10
2689,"2025-04-27 05:04:36",43.9,10
2690,"2025-04-27 05:09:36",43.4,10
2691,"2025-04-27 05:14:36",44.0,10
2692,"2025-04-27 05:19:36",45.1,10
2693,"2025-04-27 05:24:36",45.7,10
2694,"2025-04-27 05:29:36",45.4,10
2695,"2025-04-27 05:34:36",44.5,10
2696,"2025-04-27 05:39:36",44.2,10
2697,"2025-04-27 05:44:36",45.2,10
2698,"2025-04-27 05:49:36",45.3,10
2699,"2025-04-27 05:54:36",45.6,10
